,cols_set,datapoints,normalize,oversample,drop_nan,train_set,test_set,model,tune_for,accuracy,bal_accuracy,precision,recall,f1,AUROC,params,,,,,
127,tt_1,126,True,minmax,True,94,32,decision_tree,f1,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 4, 'clf__splitter': 'best'}
131,tt_1,126,True,minmax,True,94,32,random_forest,recall,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__bootstrap': True, 'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 80}
132,tt_1,126,True,minmax,True,94,32,random_forest,f1,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 6, 'clf__n_estimators': 10}
134,tt_1,126,True,minmax,True,94,32,random_forest,roc_auc,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__n_estimators': 10}
136,tt_1,126,True,minmax,True,94,32,mlp,recall,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__activation': 'tanh', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
139,tt_1,126,True,minmax,True,94,32,mlp,roc_auc,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
145,tt_35,126,True,minmax,True,94,32,knn,precision,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'},,
146,tt_35,126,True,minmax,True,94,32,knn,recall,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'distance'},,
147,tt_35,126,True,minmax,True,94,32,knn,f1,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'},,
150,tt_35,126,True,minmax,True,94,32,ada,precision,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.01, 'clf__n_estimators': 10},,,
151,tt_35,126,True,minmax,True,94,32,ada,recall,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.01, 'clf__n_estimators': 10},,,
152,tt_35,126,True,minmax,True,94,32,ada,f1,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.01, 'clf__n_estimators': 50},,,
154,tt_35,126,True,minmax,True,94,32,ada,roc_auc,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.01, 'clf__n_estimators': 10},,,
157,tt_35,126,True,minmax,True,94,32,svm,f1,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__C': 1, 'clf__kernel': 'linear'},,,,
161,tt_35,126,True,minmax,True,94,32,decision_tree,recall,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 4, 'clf__splitter': 'best'}
164,tt_35,126,True,minmax,True,94,32,decision_tree,roc_auc,0.8125,0.756410256410256,0.5,0.666666666666667,0.571428571428571,0.756410256410256,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 5, 'clf__splitter': 'best'}
165,tt_35,126,True,minmax,True,94,32,random_forest,precision,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__bootstrap': False, 'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 10}
169,tt_35,126,True,minmax,True,94,32,random_forest,roc_auc,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__bootstrap': True, 'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 4, 'clf__n_estimators': 10}
173,tt_35,126,True,minmax,True,94,32,mlp,balanced_accuracy,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__activation': 'tanh', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
176,descr_react,126,True,minmax,True,94,32,gaussian_nb,recall,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__var_smoothing': 2e-09},,,,,
177,descr_react,126,True,minmax,True,94,32,gaussian_nb,f1,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__var_smoothing': 2e-09},,,,,
178,descr_react,126,True,minmax,True,94,32,gaussian_nb,balanced_accuracy,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__var_smoothing': 1e-09},,,,,
185,descr_react,126,True,minmax,True,94,32,ada,precision,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.01, 'clf__n_estimators': 100},,,
186,descr_react,126,True,minmax,True,94,32,ada,recall,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.05, 'clf__n_estimators': 10},,,
187,descr_react,126,True,minmax,True,94,32,ada,f1,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.01, 'clf__n_estimators': 100},,,
189,descr_react,126,True,minmax,True,94,32,ada,roc_auc,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.01, 'clf__n_estimators': 50},,,
190,descr_react,126,True,minmax,True,94,32,svm,precision,0.8125,0.628205128205128,0.5,0.333333333333333,0.4,0.628205128205128,{'clf__C': 0.001, 'clf__gamma': 1, 'clf__kernel': 'rbf'},,,
193,descr_react,126,True,minmax,True,94,32,svm,balanced_accuracy,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__C': 100, 'clf__gamma': 0.001, 'clf__kernel': 'sigmoid'},,,
199,descr_react,126,True,minmax,True,94,32,decision_tree,roc_auc,0.8125,0.692307692307692,0.5,0.5,0.5,0.692307692307692,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
205,descr_react,126,True,minmax,True,94,32,mlp,precision,0.8125,0.82051282051282,0.5,0.833333333333333,0.625,0.820512820512821,{'clf__activation': 'relu', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
206,descr_react,126,True,minmax,True,94,32,mlp,recall,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
208,descr_react,126,True,minmax,True,94,32,mlp,balanced_accuracy,0.8125,0.884615384615385,0.5,1,0.666666666666667,0.884615384615385,{'clf__activation': 'relu', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
7,all_columns,126,True,minmax,True,94,32,knn,f1,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 4, 'clf__weights': 'uniform'},,
9,all_columns,126,True,minmax,True,94,32,knn,roc_auc,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 5, 'clf__p': 3, 'clf__weights': 'distance'},,
56,reduced,126,True,minmax,True,94,32,decision_tree,recall,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 6, 'clf__splitter': 'random'}
76,tt_0,126,True,minmax,True,94,32,knn,recall,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__algorithm': 'auto', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
87,tt_0,126,True,minmax,True,94,32,svm,f1,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__C': 25, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
88,tt_0,126,True,minmax,True,94,32,svm,balanced_accuracy,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__C': 10, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
113,tt_1,126,True,minmax,True,94,32,knn,balanced_accuracy,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'},,
123,tt_1,126,True,minmax,True,94,32,svm,balanced_accuracy,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__C': 100, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
129,tt_1,126,True,minmax,True,94,32,decision_tree,roc_auc,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
192,descr_react,126,True,minmax,True,94,32,svm,f1,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__C': 1000, 'clf__gamma': 0.0001, 'clf__kernel': 'sigmoid'},,,
207,descr_react,126,True,minmax,True,94,32,mlp,f1,0.78125,0.865384615384615,0.461538461538462,1,0.631578947368421,0.865384615384615,{'clf__activation': 'tanh', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
0,all_columns,126,True,minmax,True,94,32,gaussian_nb,precision,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__var_smoothing': 1e-08},,,,,
11,all_columns,126,True,minmax,True,94,32,ada,recall,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.05, 'clf__n_estimators': 10},,,
31,all_columns,126,True,minmax,True,94,32,mlp,recall,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
45,reduced,126,True,minmax,True,94,32,ada,precision,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.1, 'clf__n_estimators': 10},,,
79,tt_0,126,True,minmax,True,94,32,knn,roc_auc,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'distance'},,
80,tt_0,126,True,minmax,True,94,32,ada,precision,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 0.01, 'clf__n_estimators': 10},,,
83,tt_0,126,True,minmax,True,94,32,ada,balanced_accuracy,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.05, 'clf__n_estimators': 10},,,
92,tt_0,126,True,minmax,True,94,32,decision_tree,f1,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 5, 'clf__splitter': 'best'}
106,tt_1,126,True,minmax,True,94,32,gaussian_nb,recall,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__var_smoothing': 1e-09},,,,,
109,tt_1,126,True,minmax,True,94,32,gaussian_nb,roc_auc,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__var_smoothing': 1e-09},,,,,
118,tt_1,126,True,minmax,True,94,32,ada,balanced_accuracy,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.1, 'clf__n_estimators': 10},,,
119,tt_1,126,True,minmax,True,94,32,ada,roc_auc,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.1, 'clf__n_estimators': 10},,,
153,tt_35,126,True,minmax,True,94,32,ada,balanced_accuracy,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.01, 'clf__n_estimators': 10},,,
175,descr_react,126,True,minmax,True,94,32,gaussian_nb,precision,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__var_smoothing': 2e-09},,,,,
179,descr_react,126,True,minmax,True,94,32,gaussian_nb,roc_auc,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__var_smoothing': 2e-08},,,,,
188,descr_react,126,True,minmax,True,94,32,ada,balanced_accuracy,0.78125,0.801282051282051,0.454545454545455,0.833333333333333,0.588235294117647,0.801282051282051,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.01, 'clf__n_estimators': 50},,,
130,tt_1,126,True,minmax,True,94,32,random_forest,precision,0.78125,0.737179487179487,0.444444444444444,0.666666666666667,0.533333333333333,0.737179487179487,{'clf__bootstrap': True, 'clf__max_depth': 10, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 10}
162,tt_35,126,True,minmax,True,94,32,decision_tree,f1,0.78125,0.737179487179487,0.444444444444444,0.666666666666667,0.533333333333333,0.737179487179487,{'clf__criterion': 'gini', 'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__splitter': 'random'}
52,reduced,126,True,minmax,True,94,32,svm,f1,0.75,0.846153846153846,0.428571428571429,1,0.6,0.846153846153846,{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'},,,
78,tt_0,126,True,minmax,True,94,32,knn,balanced_accuracy,0.75,0.846153846153846,0.428571428571429,1,0.6,0.846153846153846,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
90,tt_0,126,True,minmax,True,94,32,decision_tree,precision,0.78125,0.673076923076923,0.428571428571429,0.5,0.461538461538462,0.673076923076923,{'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
111,tt_1,126,True,minmax,True,94,32,knn,recall,0.75,0.846153846153846,0.428571428571429,1,0.6,0.846153846153846,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'},,
112,tt_1,126,True,minmax,True,94,32,knn,f1,0.75,0.846153846153846,0.428571428571429,1,0.6,0.846153846153846,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'},,
122,tt_1,126,True,minmax,True,94,32,svm,f1,0.75,0.846153846153846,0.428571428571429,1,0.6,0.846153846153846,{'clf__C': 1000, 'clf__gamma': 0.0001, 'clf__kernel': 'rbf'},,,
148,tt_35,126,True,minmax,True,94,32,knn,balanced_accuracy,0.75,0.846153846153846,0.428571428571429,1,0.6,0.846153846153846,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'distance'},,
149,tt_35,126,True,minmax,True,94,32,knn,roc_auc,0.75,0.846153846153846,0.428571428571429,1,0.6,0.846153846153846,{'clf__algorithm': 'auto', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
155,tt_35,126,True,minmax,True,94,32,svm,precision,0.78125,0.673076923076923,0.428571428571429,0.5,0.461538461538462,0.673076923076923,{'clf__C': 1000, 'clf__gamma': 1, 'clf__kernel': 'rbf'},,,
197,descr_react,126,True,minmax,True,94,32,decision_tree,f1,0.78125,0.673076923076923,0.428571428571429,0.5,0.461538461538462,0.673076923076923,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
125,tt_1,126,True,minmax,True,94,32,decision_tree,precision,0.75,0.782051282051282,0.416666666666667,0.833333333333333,0.555555555555556,0.782051282051282,{'clf__criterion': 'entropy', 'clf__max_depth': 10, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__splitter': 'random'}
128,tt_1,126,True,minmax,True,94,32,decision_tree,balanced_accuracy,0.75,0.782051282051282,0.416666666666667,0.833333333333333,0.555555555555556,0.782051282051282,{'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
163,tt_35,126,True,minmax,True,94,32,decision_tree,balanced_accuracy,0.75,0.782051282051282,0.416666666666667,0.833333333333333,0.555555555555556,0.782051282051282,{'clf__criterion': 'gini', 'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
5,all_columns,126,True,minmax,True,94,32,knn,precision,0.71875,0.826923076923077,0.4,1,0.571428571428571,0.826923076923077,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 4, 'clf__weights': 'uniform'},,
8,all_columns,126,True,minmax,True,94,32,knn,balanced_accuracy,0.71875,0.826923076923077,0.4,1,0.571428571428571,0.826923076923077,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 3, 'clf__weights': 'uniform'},,
16,all_columns,126,True,minmax,True,94,32,svm,recall,0.71875,0.826923076923077,0.4,1,0.571428571428571,0.826923076923077,{'clf__C': 0.001, 'clf__gamma': 0.0001, 'clf__kernel': 'rbf'},,,
20,all_columns,126,True,minmax,True,94,32,decision_tree,precision,0.78125,0.608974358974359,0.4,0.333333333333333,0.363636363636364,0.608974358974359,{'clf__criterion': 'entropy', 'clf__max_depth': 4, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
22,all_columns,126,True,minmax,True,94,32,decision_tree,f1,0.71875,0.826923076923077,0.4,1,0.571428571428571,0.826923076923077,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
77,tt_0,126,True,minmax,True,94,32,knn,f1,0.75,0.717948717948718,0.4,0.666666666666667,0.5,0.717948717948718,{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 4, 'clf__weights': 'distance'},,
114,tt_1,126,True,minmax,True,94,32,knn,roc_auc,0.71875,0.826923076923077,0.4,1,0.571428571428571,0.826923076923077,{'clf__algorithm': 'auto', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
158,tt_35,126,True,minmax,True,94,32,svm,balanced_accuracy,0.71875,0.826923076923077,0.4,1,0.571428571428571,0.826923076923077,{'clf__C': 0.1, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'},,,
64,reduced,126,True,minmax,True,94,32,random_forest,roc_auc,0.71875,0.762820512820513,0.384615384615385,0.833333333333333,0.526315789473684,0.762820512820513,{'clf__bootstrap': True, 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 4, 'clf__n_estimators': 10}
17,all_columns,126,True,minmax,True,94,32,svm,f1,0.6875,0.807692307692308,0.375,1,0.545454545454545,0.807692307692308,{'clf__C': 1000, 'clf__gamma': 1e-05, 'clf__kernel': 'sigmoid'},,,
18,all_columns,126,True,minmax,True,94,32,svm,balanced_accuracy,0.6875,0.807692307692308,0.375,1,0.545454545454545,0.807692307692308,{'clf__C': 0.1, 'clf__gamma': 1e-05, 'clf__kernel': 'rbf'},,,
126,tt_1,126,True,minmax,True,94,32,decision_tree,recall,0.6875,0.807692307692308,0.375,1,0.545454545454545,0.807692307692308,{'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
135,tt_1,126,True,minmax,True,94,32,mlp,precision,0.75,0.653846153846154,0.375,0.5,0.428571428571429,0.653846153846154,{'clf__activation': 'relu', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'adam'}
23,all_columns,126,True,minmax,True,94,32,decision_tree,balanced_accuracy,0.71875,0.698717948717949,0.363636363636364,0.666666666666667,0.470588235294118,0.698717948717949,{'clf__criterion': 'entropy', 'clf__max_depth': 20, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
6,all_columns,126,True,minmax,True,94,32,knn,recall,0.65625,0.788461538461538,0.352941176470588,1,0.521739130434783,0.788461538461538,{'clf__algorithm': 'auto', 'clf__n_neighbors': 9, 'clf__p': 4, 'clf__weights': 'uniform'},,
19,all_columns,126,True,minmax,True,94,32,svm,roc_auc,0.65625,0.788461538461538,0.352941176470588,1,0.521739130434783,0.788461538461538,{'clf__C': 1, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
194,descr_react,126,True,minmax,True,94,32,svm,roc_auc,0.65625,0.788461538461538,0.352941176470588,1,0.521739130434783,0.788461538461538,{'clf__C': 100, 'clf__gamma': 0.0001, 'clf__kernel': 'rbf'},,,
183,descr_react,126,True,minmax,True,94,32,knn,balanced_accuracy,0.65625,0.724358974358974,0.333333333333333,0.833333333333333,0.476190476190476,0.724358974358974,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 2, 'clf__weights': 'distance'},,
184,descr_react,126,True,minmax,True,94,32,knn,roc_auc,0.65625,0.724358974358974,0.333333333333333,0.833333333333333,0.476190476190476,0.724358974358974,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 3, 'clf__weights': 'uniform'},,
191,descr_react,126,True,minmax,True,94,32,svm,recall,0.625,0.769230769230769,0.333333333333333,1,0.5,0.769230769230769,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
51,reduced,126,True,minmax,True,94,32,svm,recall,0.59375,0.75,0.31578947368421,1,0.48,0.75,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
181,descr_react,126,True,minmax,True,94,32,knn,recall,0.65625,0.66025641025641,0.307692307692308,0.666666666666667,0.421052631578947,0.66025641025641,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'},,
75,tt_0,126,True,minmax,True,94,32,knn,precision,0.6875,0.615384615384615,0.3,0.5,0.375,0.615384615384615,{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 4, 'clf__weights': 'uniform'},,
86,tt_0,126,True,minmax,True,94,32,svm,recall,0.5625,0.730769230769231,0.3,1,0.461538461538462,0.730769230769231,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
24,all_columns,126,True,minmax,True,94,32,decision_tree,roc_auc,0.71875,0.57051282051282,0.285714285714286,0.333333333333333,0.307692307692308,0.57051282051282,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 4, 'clf__splitter': 'random'}
121,tt_1,126,True,minmax,True,94,32,svm,recall,0.53125,0.711538461538462,0.285714285714286,1,0.444444444444444,0.711538461538462,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
156,tt_35,126,True,minmax,True,94,32,svm,recall,0.53125,0.711538461538462,0.285714285714286,1,0.444444444444444,0.711538461538462,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
182,descr_react,126,True,minmax,True,94,32,knn,f1,0.5625,0.666666666666667,0.277777777777778,0.833333333333333,0.416666666666667,0.666666666666667,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
180,descr_react,126,True,minmax,True,94,32,knn,precision,0.59375,0.621794871794872,0.266666666666667,0.666666666666667,0.380952380952381,0.621794871794872,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 3, 'clf__weights': 'uniform'},,
85,tt_0,126,True,minmax,True,94,32,svm,precision,0.75,0.525641025641026,0.25,0.166666666666667,0.2,0.525641025641026,{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'},,,
196,descr_react,126,True,minmax,True,94,32,decision_tree,recall,0.375,0.551282051282051,0.208333333333333,0.833333333333333,0.333333333333333,0.551282051282051,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__splitter': 'random'}
