,cols_set,datapoints,normalize,oversample,drop_nan,train_set,test_set,model,tune_for,accuracy,bal_accuracy,precision,recall,f1,AUROC,params,,,,,
128,tt_all,150,True,minmax,True,112,38,decision_tree,balanced_accuracy,0.81578947368421,0.755208333333333,0.444444444444444,0.666666666666667,0.533333333333333,0.755208333333333,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 4, 'clf__splitter': 'best'}
1,all_columns,150,True,minmax,True,112,38,gaussian_nb,recall,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__var_smoothing': 1e-08},,,,,
4,all_columns,150,True,minmax,True,112,38,gaussian_nb,roc_auc,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__var_smoothing': 2e-09},,,,,
14,all_columns,150,True,minmax,True,112,38,ada,roc_auc,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.3, 'clf__n_estimators': 50},,,
22,all_columns,150,True,minmax,True,112,38,decision_tree,f1,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__criterion': 'entropy', 'clf__max_depth': 4, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
26,all_columns,150,True,minmax,True,112,38,random_forest,recall,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__bootstrap': True, 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 80}
28,all_columns,150,True,minmax,True,112,38,random_forest,balanced_accuracy,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 100}
71,tt_clear,150,True,minmax,True,112,38,gaussian_nb,recall,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__var_smoothing': 2e-09},,,,,
90,tt_clear,150,True,minmax,True,112,38,decision_tree,precision,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
99,tt_clear,150,True,minmax,True,112,38,random_forest,roc_auc,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__bootstrap': False, 'clf__max_depth': 8, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 10}
120,tt_all,150,True,minmax,True,112,38,svm,precision,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__C': 0.1, 'clf__gamma': 1, 'clf__kernel': 'rbf'},,,
127,tt_all,150,True,minmax,True,112,38,decision_tree,f1,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 5, 'clf__splitter': 'best'}
136,tt_all,150,True,minmax,True,112,38,mlp,recall,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__activation': 'tanh', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
138,tt_all,150,True,minmax,True,112,38,mlp,balanced_accuracy,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__activation': 'relu', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'sgd'}
139,tt_all,150,True,minmax,True,112,38,mlp,roc_auc,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__activation': 'relu', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
157,descr_react,150,True,minmax,True,112,38,svm,f1,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__C': 25, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
170,descr_react,150,True,minmax,True,112,38,mlp,precision,0.763157894736842,0.791666666666667,0.384615384615385,0.833333333333333,0.526315789473684,0.791666666666667,{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'sgd'}
76,tt_clear,150,True,minmax,True,112,38,knn,recall,0.710526315789474,0.828125,0.352941176470588,1,0.521739130434783,0.828125,{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance'},,
141,descr_react,150,True,minmax,True,112,38,gaussian_nb,recall,0.710526315789474,0.828125,0.352941176470588,1,0.521739130434783,0.828125,{'clf__var_smoothing': 1e-09},,,,,
2,all_columns,150,True,minmax,True,112,38,gaussian_nb,f1,0.736842105263158,0.776041666666667,0.357142857142857,0.833333333333333,0.5,0.776041666666667,{'clf__var_smoothing': 2e-08},,,,,
3,all_columns,150,True,minmax,True,112,38,gaussian_nb,balanced_accuracy,0.736842105263158,0.776041666666667,0.357142857142857,0.833333333333333,0.5,0.776041666666667,{'clf__var_smoothing': 5e-08},,,,,
21,all_columns,150,True,minmax,True,112,38,decision_tree,recall,0.68421052631579,0.8125,0.333333333333333,1,0.5,0.8125,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 4, 'clf__splitter': 'random'}
27,all_columns,150,True,minmax,True,112,38,random_forest,f1,0.789473684210526,0.739583333333333,0.4,0.666666666666667,0.5,0.739583333333333,{'clf__bootstrap': False, 'clf__max_depth': 50, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 4, 'clf__n_estimators': 10}
56,reduced,150,True,minmax,True,112,38,decision_tree,recall,0.736842105263158,0.776041666666667,0.357142857142857,0.833333333333333,0.5,0.776041666666667,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 4, 'clf__splitter': 'random'}
74,tt_clear,150,True,minmax,True,112,38,gaussian_nb,roc_auc,0.736842105263158,0.776041666666667,0.357142857142857,0.833333333333333,0.5,0.776041666666667,{'clf__var_smoothing': 1e-09},,,,,
106,tt_all,150,True,minmax,True,112,38,gaussian_nb,recall,0.736842105263158,0.776041666666667,0.357142857142857,0.833333333333333,0.5,0.776041666666667,{'clf__var_smoothing': 1e-09},,,,,
135,tt_all,150,True,minmax,True,112,38,mlp,precision,0.789473684210526,0.739583333333333,0.4,0.666666666666667,0.5,0.739583333333333,{'clf__activation': 'relu', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'adam'}
58,reduced,150,True,minmax,True,112,38,decision_tree,balanced_accuracy,0.657894736842105,0.796875,0.31578947368421,1,0.48,0.796875,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
164,descr_react,150,True,minmax,True,112,38,decision_tree,roc_auc,0.657894736842105,0.796875,0.31578947368421,1,0.48,0.796875,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__splitter': 'random'}
18,all_columns,150,True,minmax,True,112,38,svm,balanced_accuracy,0.710526315789474,0.760416666666667,0.333333333333333,0.833333333333333,0.476190476190476,0.760416666666667,{'clf__C': 25, 'clf__gamma': 0.001, 'clf__kernel': 'sigmoid'},,,
107,tt_all,150,True,minmax,True,112,38,gaussian_nb,f1,0.710526315789474,0.760416666666667,0.333333333333333,0.833333333333333,0.476190476190476,0.760416666666667,{'clf__var_smoothing': 2e-09},,,,,
108,tt_all,150,True,minmax,True,112,38,gaussian_nb,balanced_accuracy,0.710526315789474,0.760416666666667,0.333333333333333,0.833333333333333,0.476190476190476,0.760416666666667,{'clf__var_smoothing': 2e-08},,,,,
144,descr_react,150,True,minmax,True,112,38,gaussian_nb,roc_auc,0.710526315789474,0.760416666666667,0.333333333333333,0.833333333333333,0.476190476190476,0.760416666666667,{'clf__var_smoothing': 1e-09},,,,,
171,descr_react,150,True,minmax,True,112,38,mlp,recall,0.710526315789474,0.760416666666667,0.333333333333333,0.833333333333333,0.476190476190476,0.760416666666667,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
29,all_columns,150,True,minmax,True,112,38,random_forest,roc_auc,0.763157894736842,0.723958333333333,0.363636363636364,0.666666666666667,0.470588235294118,0.723958333333333,{'clf__bootstrap': True, 'clf__max_depth': 50, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 10}
59,reduced,150,True,minmax,True,112,38,decision_tree,roc_auc,0.763157894736842,0.723958333333333,0.363636363636364,0.666666666666667,0.470588235294118,0.723958333333333,{'clf__criterion': 'entropy', 'clf__max_depth': 8, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
97,tt_clear,150,True,minmax,True,112,38,random_forest,f1,0.763157894736842,0.723958333333333,0.363636363636364,0.666666666666667,0.470588235294118,0.723958333333333,{'clf__bootstrap': False, 'clf__max_depth': 20, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}
100,tt_clear,150,True,minmax,True,112,38,mlp,precision,0.763157894736842,0.723958333333333,0.363636363636364,0.666666666666667,0.470588235294118,0.723958333333333,{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'adam'}
125,tt_all,150,True,minmax,True,112,38,decision_tree,precision,0.763157894736842,0.723958333333333,0.363636363636364,0.666666666666667,0.470588235294118,0.723958333333333,{'clf__criterion': 'gini', 'clf__max_depth': 20, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 4, 'clf__splitter': 'random'}
172,descr_react,150,True,minmax,True,112,38,mlp,f1,0.763157894736842,0.723958333333333,0.363636363636364,0.666666666666667,0.470588235294118,0.723958333333333,{'clf__activation': 'relu', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
17,all_columns,150,True,minmax,True,112,38,svm,f1,0.68421052631579,0.744791666666667,0.3125,0.833333333333333,0.454545454545455,0.744791666666667,{'clf__C': 1000, 'clf__gamma': 1e-05, 'clf__kernel': 'rbf'},,,
109,tt_all,150,True,minmax,True,112,38,gaussian_nb,roc_auc,0.68421052631579,0.744791666666667,0.3125,0.833333333333333,0.454545454545455,0.744791666666667,{'clf__var_smoothing': 5e-08},,,,,
148,descr_react,150,True,minmax,True,112,38,knn,balanced_accuracy,0.68421052631579,0.744791666666667,0.3125,0.833333333333333,0.454545454545455,0.744791666666667,{'clf__algorithm': 'auto', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'},,
159,descr_react,150,True,minmax,True,112,38,svm,roc_auc,0.68421052631579,0.744791666666667,0.3125,0.833333333333333,0.454545454545455,0.744791666666667,{'clf__C': 100, 'clf__gamma': 0.001, 'clf__kernel': 'sigmoid'},,,
51,reduced,150,True,minmax,True,112,38,svm,recall,0.605263157894737,0.765625,0.285714285714286,1,0.444444444444444,0.765625,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
54,reduced,150,True,minmax,True,112,38,svm,roc_auc,0.605263157894737,0.765625,0.285714285714286,1,0.444444444444444,0.765625,{'clf__C': 0.1, 'clf__gamma': 0.0001, 'clf__kernel': 'sigmoid'},,,
92,tt_clear,150,True,minmax,True,112,38,decision_tree,f1,0.736842105263158,0.708333333333333,0.333333333333333,0.666666666666667,0.444444444444444,0.708333333333333,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__splitter': 'best'}
155,descr_react,150,True,minmax,True,112,38,svm,precision,0.736842105263158,0.708333333333333,0.333333333333333,0.666666666666667,0.444444444444444,0.708333333333333,{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'},,,
6,all_columns,150,True,minmax,True,112,38,knn,recall,0.657894736842105,0.729166666666667,0.294117647058824,0.833333333333333,0.434782608695652,0.729166666666667,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 4, 'clf__weights': 'distance'},,
7,all_columns,150,True,minmax,True,112,38,knn,f1,0.657894736842105,0.729166666666667,0.294117647058824,0.833333333333333,0.434782608695652,0.729166666666667,{'clf__algorithm': 'auto', 'clf__n_neighbors': 9, 'clf__p': 2, 'clf__weights': 'distance'},,
145,descr_react,150,True,minmax,True,112,38,knn,precision,0.657894736842105,0.729166666666667,0.294117647058824,0.833333333333333,0.434782608695652,0.729166666666667,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'distance'},,
146,descr_react,150,True,minmax,True,112,38,knn,recall,0.657894736842105,0.729166666666667,0.294117647058824,0.833333333333333,0.434782608695652,0.729166666666667,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'},,
147,descr_react,150,True,minmax,True,112,38,knn,f1,0.657894736842105,0.729166666666667,0.294117647058824,0.833333333333333,0.434782608695652,0.729166666666667,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'uniform'},,
86,tt_clear,150,True,minmax,True,112,38,svm,recall,0.578947368421053,0.75,0.272727272727273,1,0.428571428571429,0.75,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
121,tt_all,150,True,minmax,True,112,38,svm,recall,0.578947368421053,0.75,0.272727272727273,1,0.428571428571429,0.75,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
156,descr_react,150,True,minmax,True,112,38,svm,recall,0.578947368421053,0.75,0.272727272727273,1,0.428571428571429,0.75,{'clf__C': 0.1, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'},,,
33,all_columns,150,True,minmax,True,112,38,mlp,balanced_accuracy,0.710526315789474,0.692708333333333,0.307692307692308,0.666666666666667,0.421052631578947,0.692708333333333,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
34,all_columns,150,True,minmax,True,112,38,mlp,roc_auc,0.710526315789474,0.692708333333333,0.307692307692308,0.666666666666667,0.421052631578947,0.692708333333333,{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
25,all_columns,150,True,minmax,True,112,38,random_forest,precision,0.842105263157895,0.635416666666667,0.5,0.333333333333333,0.4,0.635416666666667,{'clf__bootstrap': False, 'clf__max_depth': 10, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 10}
149,descr_react,150,True,minmax,True,112,38,knn,roc_auc,0.605263157894737,0.697916666666667,0.263157894736842,0.833333333333333,0.4,0.697916666666667,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'},,
160,descr_react,150,True,minmax,True,112,38,decision_tree,precision,0.68421052631579,0.677083333333333,0.285714285714286,0.666666666666667,0.4,0.677083333333333,{'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
174,descr_react,150,True,minmax,True,112,38,mlp,roc_auc,0.68421052631579,0.677083333333333,0.285714285714286,0.666666666666667,0.4,0.677083333333333,{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
9,all_columns,150,True,minmax,True,112,38,knn,roc_auc,0.657894736842105,0.661458333333333,0.266666666666667,0.666666666666667,0.380952380952381,0.661458333333333,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 2, 'clf__weights': 'distance'},,
32,all_columns,150,True,minmax,True,112,38,mlp,f1,0.736842105263158,0.640625,0.3,0.5,0.375,0.640625,{'clf__activation': 'relu', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
16,all_columns,150,True,minmax,True,112,38,svm,recall,0.552631578947368,0.666666666666667,0.238095238095238,0.833333333333333,0.37037037037037,0.666666666666667,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
163,descr_react,150,True,minmax,True,112,38,decision_tree,balanced_accuracy,0.552631578947368,0.666666666666667,0.238095238095238,0.833333333333333,0.37037037037037,0.666666666666667,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
20,all_columns,150,True,minmax,True,112,38,decision_tree,precision,0.81578947368421,0.619791666666667,0.4,0.333333333333333,0.363636363636364,0.619791666666667,{'clf__criterion': 'gini', 'clf__max_depth': 20, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
23,all_columns,150,True,minmax,True,112,38,decision_tree,balanced_accuracy,0.710526315789474,0.625,0.272727272727273,0.5,0.352941176470588,0.625,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
24,all_columns,150,True,minmax,True,112,38,decision_tree,roc_auc,0.473684210526316,0.619791666666667,0.208333333333333,0.833333333333333,0.333333333333333,0.619791666666667,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
5,all_columns,150,True,minmax,True,112,38,knn,precision,0.68421052631579,0.609375,0.25,0.5,0.333333333333333,0.609375,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
15,all_columns,150,True,minmax,True,112,38,svm,precision,0.789473684210526,0.604166666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.604166666666667,{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'},,,
8,all_columns,150,True,minmax,True,112,38,knn,balanced_accuracy,0.657894736842105,0.59375,0.230769230769231,0.5,0.31578947368421,0.59375,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
30,all_columns,150,True,minmax,True,112,38,mlp,precision,0.763157894736842,0.588541666666667,0.285714285714286,0.333333333333333,0.307692307692308,0.588541666666667,{'clf__activation': 'relu', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'adam'}
129,tt_all,150,True,minmax,True,112,38,decision_tree,roc_auc,0.710526315789474,0.557291666666667,0.222222222222222,0.333333333333333,0.266666666666667,0.557291666666667,{'clf__criterion': 'gini', 'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 3, 'clf__splitter': 'random'}
