subject,card_class,right_mean,right_std,right_min,right_max,left_mean,left_std,left_min,left_max,mean_pupil,label
0,aliens,0.14772407809110605,0.0929129502627627,-0.03507592190889408,0.334924078091106,0.23076263269639108,0.09154546099382223,-0.024437367303609125,0.365562632696391,0.18924335539374856,0
0,aliens,0.23812407809110603,0.05563877667048185,0.04492407809110599,0.314924078091106,0.29896263269639106,0.07686749797474848,0.115562632696391,0.4355626326963913,0.2685433553937485,0
0,aliens,0.09697536014238811,0.15573559724196995,-0.29507592190889387,0.294924078091106,0.2553353599691183,0.056382771422831275,0.13556263269639102,0.385562632696391,0.17615536005575322,0
0,aliens,0.251324078091106,0.05777366111271946,0.10492407809110604,0.34492407809110626,0.35196263269639105,0.04741307836451885,0.2455626326963909,0.4355626326963913,0.30164335539374854,0
0,aliens,0.2879240780911061,0.04399675312695567,0.21492407809110592,0.38492407809110585,0.42476263269639114,0.0468971954254783,0.3355626326963912,0.5155626326963914,0.3563433553937486,0
0,aliens,0.32920979237682035,0.09469187147082943,-0.015075921908894063,0.4249240780911059,0.46730176313117355,0.2205579223275584,-0.46443736730360907,0.615562632696391,0.39825577775399695,0
0,aliens,0.39649270554208643,0.06064231357788412,0.20492407809110613,0.48492407809110594,0.5567391032846264,0.0602875462703046,0.4355626326963913,0.6655626326963908,0.47661590441335644,0
0,aliens,0.35394368593424325,0.04635751943151333,0.23492407809110594,0.4349240780911061,0.48046459348070486,0.0476811303984965,0.40556263269639103,0.5855626326963908,0.41720413970747405,0
0,aliens,0.42217898005189025,0.032685068846343236,0.36492407809110583,0.48492407809110594,0.5339940052454106,0.039515695566172584,0.46556263269639064,0.615562632696391,0.47808649264865044,0
0,aliens,0.2679240780911061,0.0827786668913416,-0.005075921908893832,0.4449240780911059,0.5077848549186132,0.2618456249646561,-0.924437367303609,0.655562632696391,0.38785446650485966,0
0,aliens,0.24132407809110606,0.064452482100999,0.0349240780911062,0.34492407809110626,0.34216263269639113,0.11384934549389279,0.18556263269639128,0.5955626326963914,0.2917433553937486,0
0,aliens,0.03232407809110605,0.04168932717135168,-0.09507592190889413,0.1649240780911061,0.16536263269639107,0.05977816132525798,0.01556263269639091,0.2655626326963909,0.09884335539374856,0
0,aliens,0.0865240780911061,0.02350510148708926,-0.005075921908893832,0.12492407809110606,0.15076263269639115,0.04518623593935818,0.055562632696390946,0.2155626326963911,0.11864335539374862,0
0,aliens,0.03172407809110607,0.037112075156867444,-0.04507592190889387,0.11492407809110583,0.09076263269639111,0.0333955881236197,0.03556263269639093,0.17556263269639105,0.06124335539374859,0
0,aliens,0.019524078091106088,0.056323047807143034,-0.15507592190889374,0.09492407809110626,0.08516263269639107,0.053982612469012634,-0.04443736730360914,0.17556263269639105,0.052343355393748583,0
0,aliens,0.02612407809110608,0.04658282069254151,-0.12507592190889394,0.08492407809110603,0.10296263269639112,0.05968659645111598,-0.06443736730360872,0.18556263269639128,0.0645433553937486,0
0,aliens,0.02812407809110608,0.05765626503650049,-0.13507592190889417,0.12492407809110606,0.0857626326963911,0.06735498405872448,-0.09443736730360897,0.2355626326963911,0.05694335539374859,0
0,aliens,0.19572407809110604,0.07128099039601471,0.0049240780911059545,0.3049240780911062,0.38836263269639104,0.05252948637456407,0.17556263269639105,0.4955626326963909,0.29204335539374854,0
0,aliens,0.1423240780911061,0.06632664992139975,-0.02507592190889385,0.2849240780911062,0.24256263269639106,0.08588673129328472,0.07556263269639096,0.39556263269639125,0.19244335539374857,0
0,aliens,0.051924078091106114,0.03665893548673242,-0.0850759219088939,0.10492407809110604,0.14916263269639105,0.06775586426913272,0.02556263269639114,0.32556263269639096,0.10054335539374858,0
0,aliens,0.0632574114244394,0.0782091213776671,-0.22507592190889403,0.21492407809110592,0.127467394601153,0.08818600340350723,-0.2844373673036089,0.2455626326963909,0.09536240301279619,0
