subject,card_class,rt_right_mean,rt_left_mean,rt_mean_pupil,label
15,hedge,-0.29342674133896074,-0.19345841475223793,-0.24344257804559932,0
15,unicorn,-0.28055156082221194,-0.23455437866130469,-0.25755296974175834,0
16,pepper,0.38294400452488736,0.11969810752877556,0.25132105602683147,0
16,hedge,0.238098964907852,-0.1130939612757076,0.0625025018160722,0
16,minion,0.11779162512462656,-0.11950692773768212,-0.0008576513065277833,0
16,aliens,0.38008147853736135,-0.02487291519849719,0.17760428166943207,0
16,unicorn,0.3325262197902422,-0.15316752799311,0.0896793458985661,0
16,pig,0.6761715686274513,0.3114543575287756,0.49381296307811345,1
17,hedge,-0.09265630061548474,-0.03641185203261973,-0.06453407632405224,0
17,aliens,-0.1651836826374759,-0.13440804011558746,-0.14979586137653167,1
17,pig,-0.47814648368058066,-0.3984137470804139,-0.43828011538049727,0
17,pepper,-0.3558952911686556,-0.2503452095857161,-0.3031202503771858,0
17,unicorn,-0.4226417041197209,-0.3381742581742584,-0.38040798114698965,0
17,minion,-0.33632341433349766,-0.23409500409500428,-0.28520920921425097,0
18,pig,0.15967244498040423,0.15372081470442128,0.15669662984241275,0
18,pepper,0.25371503752070973,0.2801338880359236,0.26692446277831666,0
18,hedge,0.25479367938431335,0.33005078103438756,0.29242223020935043,0
18,unicorn,0.2716697693359321,0.35263039790100814,0.31215008361847013,1
18,aliens,0.1684298484259622,0.27818219147793677,0.22330601995194949,0
18,minion,0.22620017786401514,0.2926749678262686,0.2594375728451419,0
19,hedge,0.2198490566037733,0.2607479802837823,0.2402985184437778,0
19,aliens,0.3630474371705749,0.33913688460059727,0.3510921608855861,0
19,minion,0.18527278541733264,0.25899326413427604,0.22213302477580432,0
19,pig,0.13828655660377331,0.18098871316340223,0.1596376348835878,0
19,pepper,-0.008126651898251003,0.061492014134276046,0.026682681118012523,0
19,unicorn,0.15984905660377344,0.19126464571322344,0.17555685115849845,1
20,pepper,-0.1801585540479962,-0.1273929757106723,-0.15377576487933425,0
20,unicorn,-0.15968725305986298,-0.15566475085106649,-0.15767600195546472,0
20,minion,-0.20293459249139584,-0.15753995835434076,-0.1802372754228683,0
20,aliens,0.004494023384055389,0.02254673448801282,0.013520378936034104,1
20,pig,-0.3108407990221111,-0.24228499069716192,-0.2765628948596365,0
20,hedge,-0.4574870055111623,-0.41253066177446385,-0.43500883364281306,0
21,aliens,0.385736607142857,0.30717595388310925,0.34645628051298316,0
21,hedge,0.240678232872658,0.17287081826976963,0.2067745255712138,0
21,pig,0.20533960592784106,0.16291389978542484,0.18412675285663294,0
21,unicorn,0.3231291772522961,0.2583360395886495,0.29073260842047277,0
21,pepper,0.32190832203849273,0.36018789144050134,0.34104810673949704,0
21,minion,0.4165250852816373,0.4308076097503605,0.42366634751599885,1
22,unicorn,0.24615824959574958,0.25130861841756513,0.24873343400665737,0
22,aliens,0.07228580807528172,0.20556509985655935,0.13892545396592054,0
22,minion,0.08227207809816502,0.15861773143550673,0.12044490476683586,0
22,hedge,0.07167864754071646,0.1537240875814626,0.11270136756108953,0
22,pig,0.09539436070686066,0.2634125286868848,0.17940344469687275,1
22,pepper,-0.00257672138269157,0.15037847872357415,0.07390087867044129,0
23,pig,0.21495532050778882,0.3028647382890941,0.25891002939844143,0
23,minion,0.28692712156972194,0.32691520467836244,0.30692116312404216,1
23,hedge,0.22186436625390113,0.2359221643300023,0.2288932652919517,0
23,unicorn,0.08410121025154249,0.1004694311536415,0.09228532070259199,0
23,pepper,0.2690969556709566,0.2945603999598579,0.2818286778154072,0
23,aliens,0.21810400516795866,0.26527459954233396,0.2416893023551463,0
24,pepper,0.265031461545827,0.10232772424836459,0.1836795928970958,0
24,pig,0.008509811710494588,-0.20837761150871065,-0.09993389989910803,0
24,unicorn,0.28284941934570135,0.020866683895739875,0.1518580516207206,1
24,hedge,0.12460508022866514,-0.13547864875701646,-0.005436784264175661,0
24,aliens,0.12012487003499087,-0.1208369576473021,-0.0003560438061556148,0
24,minion,0.1150446186210637,-0.16613731026472786,-0.02554634582183208,0
25,aliens,-0.7011984368215376,-0.32790353078695006,-0.5145509838042438,1
25,minion,-0.795361061571535,-0.5536154751425625,-0.6744882683570488,0
25,unicorn,-0.8620162218733651,-0.5485095302488818,-0.7052628760611235,0
25,pepper,-0.7659046958589266,-0.505407532462418,-0.6356561141606722,0
25,pig,-0.9591598393870188,-0.7519048807194535,-0.8555323600532361,0
25,hedge,-1.0351075680272113,-0.7708642080416498,-0.9029858880344306,0
26,pepper,-0.1577465655338688,-0.15625661422042808,-0.15700158987714843,1
26,hedge,-0.26200331140293376,-0.22152251322936364,-0.24176291231614871,0
26,pig,-0.35913434609836026,-0.3286658001344478,-0.343900073116404,0
26,minion,-0.1836413953936444,-0.18111014287897662,-0.1823757691363105,0
26,aliens,-0.2775147994885967,-0.2335688364304513,-0.255541817959524,0
26,unicorn,-0.327985367533138,-0.28575029587321216,-0.3068678317031751,0
