subject,subject_card,card,whole_right,point_right,react_right,point_react_right,descr_right,whole_left,point_left,react_left,point_react_left,descr_left,whole_dur,point_dur,react_dur,point_react_dur,descr_dur,whole_exp,point_exp,react_exp,point_react_exp,descr_exp,whole_perc_right_exp,point_perc_right_exp,react_perc_right_exp,point_react_perc_right_exp,descr_perc_right_exp,whole_perc_left_exp,point_perc_left_exp,react_perc_left_exp,point_react_perc_left_exp,descr_perc_left_exp,whole_right_mean,point_right_mean,react_right_mean,point_right_react_mean,descr_right_mean,whole_left_mean,point_left_mean,react_left_mean,point_left_react_mean,descr_left_mean,whole_perc_right_mean,point_perc_right_mean,react_perc_right_mean,point_react_perc_right_mean,descr_perc_right_mean,whole_perc_left_mean,point_perc_left_mean,react_perc_left_mean,point_react_perc_left_mean,descr_perc_left_mean
14,aliens,pig,2906,207,344,551,2355,2890,197,344,541,2349,30723,2350,4576,6926,23797,3072.3,235.0,457.6,692.6,2379.7,94.58711714350811,88.08510638297872,75.17482517482517,79.55529887380884,98.96205404042527,94.06633466783842,83.82978723404256,75.17482517482517,78.11146404851284,98.70992141866623,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,207.07474136110915,14.750334295165038,24.512632838341897,39.26296713350693,167.81177422760223,389.7375277830962,26.56688338175431,46.39090296103291,72.95778634278722,316.77974144030895
14,aliens,hedge,2851,335,403,738,2114,2832,325,425,750,2083,30584,3408,5829,9237,21347,3058.4,340.8,582.9,923.7,2134.7,93.21867643212137,98.2981220657277,69.13707325441757,79.89607015264696,99.03030870848364,92.5974365681402,95.36384976525821,72.91130554125922,81.19519324455992,97.5781140207055,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,203.15557041311845,23.871313955943418,28.716834400731933,52.58814835667535,150.63867971004294,381.91580577222436,43.82861471609213,57.31434232104357,101.14295703713569,280.9077060111382
14,aliens,aliens,2703,12,438,450,2253,2663,9,432,441,2222,32221,2688,6886,9574,22647,3222.1,268.8,688.6,957.4,2264.7,83.88938890785512,4.464285714285714,63.60731919837351,47.002297890119074,99.48337528149425,82.64796250892276,3.3482142857142856,62.735986058669766,46.06225193231669,98.1145405572482,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,192.60943768034343,0.855091843197973,31.21085227672602,32.065944119924,160.54349356041945,359.12492611985647,1.2137154844456284,58.258343253390166,59.47205873783579,299.6528673820207
15,pig,unicorn,1129,281,261,542,587,1102,279,256,535,567,17470,3700,6380,10080,7390,1747.0,370.0,638.0,1008.0,739.0,64.62507155123069,75.94594594594595,40.909090909090914,53.769841269841265,79.43166441136671,63.07956496851745,75.4054054054054,40.12539184952978,53.07539682539682,76.72530446549392,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,80.4498909142093,20.023400661552536,18.598247589555918,38.621648251108454,41.82824266310085,148.61271820656472,37.62518001781448,34.523462668675656,72.14864268649012,76.46407552007459
15,pig,pepper,1465,292,390,682,783,1429,292,386,678,751,18974,3600,6934,10534,8440,1897.4,360.0,693.4,1053.4,844.0,77.2109202065985,81.11111111111111,56.244591866166715,64.74273780140497,92.77251184834124,75.31358701380837,81.11111111111111,55.667724257282956,64.36301499905068,88.98104265402843,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,104.39246252375256,20.80723485115068,27.790484903934125,48.5977197550848,55.794742768667746,192.71104747475587,39.378324606458165,52.0549085551125,91.43323316157067,101.27781431318522
15,pig,minion,1607,374,492,866,741,1559,368,488,856,703,19461,4010,6471,10481,8980,1946.1,401.0,647.1,1048.1,898.0,82.57540722470583,93.26683291770573,76.03152526657394,82.62570365423147,82.51670378619154,80.10893582035867,91.77057356608479,75.41338278473188,81.67159622173457,78.28507795100222,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,114.51104933492857,26.65036244633683,35.0587655711169,61.70912801745373,52.80192131747484,210.24249336119274,49.62747758622125,65.81035071216296,115.4378282983842,94.80466506280852
15,pig,pig,2032,408,614,1022,1010,1993,395,605,1000,993,22635,4120,7825,11945,10690,2263.5,412.0,782.5,1194.5,1069.0,89.77247625358957,99.02912621359224,78.46645367412141,85.55881121808288,94.48082319925165,88.04948089242323,95.87378640776699,77.31629392971246,83.71703641691084,92.89055191768007,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,144.7955521148568,29.073122668731088,43.75219931029629,72.82532197902738,71.97023013582941,268.7705511666819,53.268624039558134,81.58865200995614,134.85727604951424,133.91327511716767
15,pig,hedge,1492,351,393,743,749,1485,348,395,742,743,19215,3570,7155,10725,8490,1921.5,357.0,715.5,1072.5,849.0,77.64767109029404,98.31932773109243,54.926624737945495,69.27738927738928,88.22143698468787,77.28337236533957,97.47899159663865,55.206149545772185,69.18414918414918,87.51472320376914,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,106.31641917094798,25.011436413540718,28.004257864733624,52.94443662467451,53.371982546273486,200.2630549335287,46.930332065230964,53.268624039558134,100.06409882873959,100.1989561047891
15,pig,aliens,2479,394,990,1383,1096,2428,394,976,1369,1059,30003,4010,12410,16420,13583,3000.3,401.0,1241.0,1642.0,1358.3,82.6250708262507,98.25436408977556,79.7743755036261,84.22655298416565,80.68909666494883,80.92524080925241,98.25436408977556,78.64625302175665,83.37393422655298,77.96510343812119,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,176.64772327398128,28.07551551833345,70.54507706383278,98.5493349285664,78.09838834541488,327.4334662482206,53.13376676350862,131.62070142432592,184.61961091178503,142.8138553364356
16,pig,unicorn,196,143,37,180,16,247,187,44,231,16,6316,2338,1358,3696,2620,631.6,233.8,135.8,369.6,262.0,31.032298923369222,61.1633875106929,27.245949926362297,48.701298701298704,6.106870229007633,39.107029765674476,79.98289136013686,32.40058910162003,62.5,6.106870229007633,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,13.966500105566896,10.189844464775847,2.6365331831937504,12.826377647969597,1.1401224575972975,33.30974718423002,25.218310621259164,5.9337201461786275,31.152030767437793,2.1577164167922285
16,pig,pepper,432,248,43,291,141,1062,452,43,495,567,13497,5669,1949,7618,5879,1349.7,566.9,194.9,761.8,587.9,32.00711269170927,43.74669253836655,22.062596203181116,38.19900236282489,23.98367069229461,78.68415203378528,79.73187511024872,22.062596203181116,64.97768443160935,96.44497363497194,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,30.78330635512703,17.671898092758113,3.064079104792737,20.73597719755085,10.047329157576184,143.21842716458414,60.95548877438045,5.798862870129113,66.75435164450955,76.46407552007459
16,pig,minion,367,147,43,190,177,812,180,65,245,567,12944,3202,1185,4387,8557,1294.4,320.2,118.5,438.7,855.7,28.352904820766376,45.908806995627735,36.28691983122363,43.30977889218144,20.684819446067547,62.731767614338686,56.21486570893192,54.85232067510548,55.8468201504445,66.26154025943671,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,26.151558871138015,10.47487507917517,3.064079104792737,13.538954183967908,12.612604687170103,109.50410815220557,24.274309688912567,8.765722943218426,33.040032632130995,76.46407552007459
16,pig,pig,384,144,2,146,238,556,281,11,292,264,7371,2885,1135,4020,3351,737.1,288.5,113.5,402.0,335.1,52.09605209605209,49.91334488734835,1.762114537444934,36.318407960199,71.02357505222321,75.43074209740877,97.4003466204506,9.691629955947137,72.636815920398,78.78245299910473,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,27.362938982335137,10.261102118375678,0.14251530719966218,10.40361742557534,16.9593215567598,74.98064548352993,37.894894569913504,1.4834300365446569,39.378324606458165,35.60232087707176
16,pig,hedge,301,96,64,160,141,696,205,70,275,421,10604,3424,1748,5172,5432,1060.4,342.4,174.8,517.2,543.2,28.385514900037716,28.037383177570096,36.61327231121281,30.935808197989168,25.95729013254786,65.63560920407393,59.87149532710281,40.045766590389015,53.17092034029388,77.50368188512518,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,21.44855373354916,6.840734745583784,4.56048983038919,11.401224575972975,10.047329157576184,93.86066413046193,27.645741590150426,9.440009323465997,37.08575091361642,56.774913216845505
16,pig,aliens,378,178,0,178,200,415,202,0,202,213,6579,3088,804,3892,2687,657.9,308.8,80.4,389.2,268.7,57.45554035567716,57.64248704663212,0.0,45.734840698869476,74.4324525493115,63.079495364037086,65.41450777202073,0.0,51.90133607399795,79.27056196501675,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,26.935393060736157,12.683862340769936,0.0,12.683862340769936,14.251530719966219,55.96576956054842,27.24116976200188,0.0,27.24116976200188,28.724599798546535
17,aliens,unicorn,596,222,230,452,144,606,224,238,462,144,9954,3233,4221,7454,2500,995.4,323.3,422.1,745.4,250.0,59.87542696403456,68.66687287349211,54.4894574745321,60.63858331097397,57.599999999999994,60.880048221820374,69.28549334982988,56.38474295190713,61.98014488865039,57.599999999999994,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,42.46956154549933,15.819199099162503,16.389260327961154,32.20845942712366,10.261102118375678,81.72350928600565,30.208029835091192,32.0960316997844,62.304061534875586,19.419447751130054
17,aliens,pepper,755,281,211,492,263,776,292,215,507,269,13588,3250,5375,8625,4963,1358.8,325.0,537.5,862.5,496.3,55.56373270532823,86.46153846153845,39.25581395348837,57.04347826086956,52.99214184968769,57.10921401236385,89.84615384615384,40.0,58.78260869565217,54.201088051581706,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,53.799528467872484,20.023400661552536,15.035364909564361,35.0587655711169,18.740762896755577,104.64924621442306,39.378324606458165,28.994314350645567,68.37263895710373,36.27660725731934
17,aliens,minion,604,183,253,436,168,602,184,248,432,170,11019,2663,5131,7794,3225,1101.9,266.3,513.1,779.4,322.5,54.81441147109538,68.71948929778445,49.308127070746444,55.94046702591737,52.093023255813954,54.632906797350024,69.09500563274503,48.33365815630481,55.427251732101624,52.71317829457365,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,43.03962277429798,13.04015060876909,18.028186360757267,31.068336969526356,11.971285804771624,81.18408018180759,24.813738793110623,33.444604460279535,58.258343253390166,22.925736928417425
17,aliens,pig,558,230,153,383,175,573,247,152,399,174,12254,3233,4921,8154,4100,1225.4,323.3,492.1,815.4,410.0,45.53615146074751,71.14135477884318,31.091241617557408,46.97081187147412,42.68292682926829,46.76024155377835,76.3996288277142,30.888030888030887,48.93303899926417,42.4390243902439,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,39.761770708705754,16.389260327961154,10.902421000774158,27.29168132873531,12.470089379970442,77.27321917637167,33.30974718423002,20.498305959526167,53.80805314375618,23.465166032615482
17,aliens,hedge,511,317,162,479,32,523,326,162,488,35,13811,3558,4428,7986,5825,1381.1,355.8,442.8,798.6,582.5,36.99949315762798,89.09499718943226,36.58536585365854,59.979964938642624,5.493562231759657,37.8683657953805,91.62450815064643,36.58536585365854,61.10693713999499,6.008583690987124,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,36.41266098951369,22.588676191146455,11.543739883172638,34.132416074319096,2.280244915194595,70.53035537389596,43.96347199214165,21.84687872002131,65.81035071216296,4.7200046617329985
17,aliens,aliens,697,287,186,473,224,703,292,194,486,217,12180,3194,5036,8230,3950,1218.0,319.4,503.6,823.0,395.0,57.22495894909688,89.85597996242957,36.9340746624305,57.4726609963548,56.708860759493675,57.71756978653531,91.42141515341265,38.52263701350278,59.05224787363304,54.936708860759495,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,49.666584559082274,20.450946583151524,13.253923569568585,33.704870152720105,15.961714406362166,94.80466506280852,39.378324606458165,26.162311553605765,65.54063616006393,29.26402890274459
18,unicorn,unicorn,1164,246,297,543,621,1160,246,287,533,627,12460,2670,3120,5790,6670,1246.0,267.0,312.0,579.0,667.0,93.41894060995185,92.13483146067416,95.1923076923077,93.78238341968913,93.10344827586206,93.09791332263242,92.13483146067416,91.98717948717949,92.05526770293609,94.00299850074963,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,82.9439087902034,17.52938278555845,21.163523119149836,38.69290590470828,44.25100288549511,156.43444021743653,33.17488990818051,38.70403822621059,71.87892813439109,84.55551208304544
18,unicorn,pepper,1019,427,283,710,310,1011,425,279,704,308,12033,4650,3423,8073,3960,1203.3,465.0,342.3,807.3,396.0,84.68378625446688,91.82795698924731,82.67601519135262,87.94747925182709,78.28282828282829,84.01894789329344,91.39784946236558,81.50744960560911,87.20426111730461,77.77777777777779,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,72.61154901822789,30.427018087127877,20.1659159687522,50.59293405588008,22.08987261594764,136.34070608605893,57.31434232104357,37.62518001781448,94.93952233885804,41.53604102325039
18,unicorn,minion,969,171,209,380,589,986,175,209,384,602,13685,1980,2975,4955,8730,1368.5,198.0,297.5,495.5,873.0,70.80745341614907,86.36363636363636,70.25210084033613,76.69021190716448,67.46849942726232,72.04968944099379,88.38383838383838,70.25210084033613,77.49747729566094,68.95761741122566,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,69.04866633823633,12.185058765571117,14.892849602364699,27.077908367935816,41.97075797030052,132.96927418482105,23.600023308664998,28.185170694348482,51.78519400301348,81.18408018180759
18,unicorn,pig,2196,333,179,512,1684,2200,333,180,513,1687,29324,3330,2210,5540,23784,2932.4,333.0,221.0,554.0,2378.4,74.88746419315237,100.0,80.99547511312217,92.4187725631769,70.80390178271107,75.02387123175555,100.0,81.44796380090497,92.59927797833934,70.93003699966364,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,156.4818073052291,23.728798648743755,12.755119994369766,36.48391864311352,119.99788866211556,296.6860073089314,44.90747292448825,24.274309688912567,69.18178261340081,227.50422469553055
18,unicorn,hedge,695,219,262,481,214,704,228,263,491,213,8545,2600,3255,5855,2690,854.5,260.0,325.5,585.5,269.0,81.33411351667642,84.23076923076923,80.4915514592934,82.15200683176772,79.5539033457249,82.38736102984201,87.6923076923077,80.79877112135176,83.8599487617421,79.182156133829,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,49.524069251882615,15.60542613836301,18.669505243155747,34.274931381518755,15.249137870363855,94.93952233885804,30.747458939289253,35.46746360102225,66.2149225403115,28.724599798546535
18,unicorn,aliens,1138,268,256,523,615,1168,264,256,519,649,19210,3410,4180,7590,11620,1921.0,341.0,418.0,759.0,1162.0,59.239979177511714,78.59237536656892,61.24401913875598,68.9064558629776,52.92598967297762,60.80166579906299,77.41935483870968,61.24401913875598,68.37944664031622,55.85197934595525,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,81.09120979660779,19.097051164754735,18.24195932155676,37.267752832711665,43.82345696389612,157.51329842583266,35.60232087707176,34.523462668675656,69.99092626969791,87.52237215613475
19,unicorn,unicorn,154,135,0,135,19,177,139,1,140,37,7058,2890,1868,4758,2300,705.8,289.0,186.8,475.8,230.0,21.81921224142817,46.71280276816609,0.0,28.373266078184113,8.26086956521739,25.077925758005104,48.09688581314879,0.5353319057815845,29.424127784783522,16.08695652173913,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,10.97367865437399,9.619783235977197,0.0,9.619783235977197,1.3538954183967908,23.869737860764022,18.74516137088248,0.13485727604951428,18.880018646931994,4.989719213832028
19,unicorn,pepper,439,308,131,439,0,440,309,131,440,0,9048,3170,3145,6315,2733,904.8,317.0,314.5,631.5,273.3,48.51900972590628,97.16088328075709,41.65341812400636,69.51702296120348,0.0,48.62953138815208,97.47634069400631,41.65341812400636,69.67537608867775,0.0,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,31.282109930325852,21.94735730874798,9.334752621577874,31.282109930325852,0.0,59.33720146178627,41.67089829929991,17.66630316248637,59.33720146178627,0.0
19,unicorn,minion,579,369,188,557,22,580,370,189,559,21,10122,3869,3328,7197,2925,1012.2,386.9,332.8,719.7,292.5,57.20213396561944,95.37348151977255,56.49038461538461,77.39335834375434,7.521367521367521,57.30092867022327,95.63194623933833,56.79086538461539,77.67125191051827,7.179487179487179,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,41.2581814343022,26.294074178337674,13.396438876768247,39.69051305510592,1.5676683791962842,78.21722010871827,49.89719213832028,25.488025173358196,75.38521731167847,2.8320027970397996
19,unicorn,pig,281,250,31,281,0,283,252,31,283,0,11644,2613,3456,6069,5575,1164.4,261.3,345.6,606.9,557.5,24.132600480934386,95.67546880979717,8.969907407407407,46.30087329049267,0.0,24.304362761937476,96.44087256027554,8.969907407407407,46.63041687263141,0.0,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,20.023400661552536,17.814413399957772,2.208987261594764,20.023400661552536,0.0,38.164609122012536,33.98403356447759,4.180575557534942,38.164609122012536,0.0
19,unicorn,hedge,996,500,405,905,91,997,501,405,906,91,15924,5662,7062,12724,3200,1592.4,566.2,706.2,1272.4,320.0,62.54709871891484,88.3080183680678,57.34919286321155,71.12543225400817,28.4375,62.609897010801305,88.48463440480396,57.34919286321155,71.2040238918579,28.4375,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,70.97262298543178,35.628826799915544,28.859349707931592,64.48817650784714,6.48444647758463,134.45270422136574,67.56349530080664,54.61719680005328,122.18069210085991,12.272012120505797
19,unicorn,aliens,706,283,196,479,227,733,286,212,498,235,8523,3100,2795,5895,2628,852.3,310.0,279.5,589.5,262.8,82.83468262348939,91.29032258064517,70.12522361359571,81.25530110262935,86.37747336377473,86.00258125073331,92.25806451612904,75.84973166368515,84.47837150127226,89.42161339421612,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,50.30790344148075,20.1659159687522,13.966500105566896,34.132416074319096,16.175487367161658,98.85038334429396,38.56918095016108,28.589742522497026,67.1589234726581,31.691459871635853
20,aliens,unicorn,2302,447,1363,1810,492,2300,447,1365,1812,488,26966,4470,17229,21699,5267,2696.6,447.0,1722.9,2169.9,526.7,85.36675813987985,100.0,79.11080155551686,83.4139822111618,93.41180937915321,85.29259066973226,100.0,79.2268849033606,83.50615235725148,92.65236377444465,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,164.0351185868112,31.8521711591245,97.12418185656978,128.9763530156943,35.0587655711169,310.1717349138828,60.28120239413287,184.08018180758697,244.36138420171983,65.81035071216296
20,aliens,pepper,2821,430,1359,1789,1032,2803,430,1351,1781,1022,35183,4301,20343,24644,10539,3518.3,430.1,2034.3,2464.4,1053.9,80.1807691214507,99.97674959311787,66.80430614953546,72.59373478331439,97.92200398519782,79.6691584003638,99.97674959311787,66.41105048419604,72.26911215711735,96.97314735743429,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,201.0178408051235,30.640791047927372,96.83915124217046,127.47994229009782,73.53789851502569,378.00494476678847,57.988628701291134,182.19217994289377,240.1808086441849,137.8241361226036
20,aliens,minion,4724,434,1977,2411,2313,4704,434,1965,2399,2305,48227,4360,20197,24557,23670,4822.7,436.0,2019.7,2455.7,2367.0,97.95342857735294,99.54128440366972,97.88582462741992,98.17974508286844,97.71863117870723,97.53872312190268,99.54128440366972,97.29167698172996,97.6910860447123,97.38065061258978,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,336.6211556056021,30.925821662326697,140.87638116686608,171.80220282919277,164.81895277640933,634.368626536915,58.52805780548918,264.9945474372955,323.52260524278466,310.84602129413037
20,aliens,pig,2640,439,1402,1841,799,2625,439,1391,1830,795,26752,4404,14300,18704,8048,2675.2,440.4,1430.0,1870.4,804.8,98.6842105263158,99.68210717529519,98.04195804195804,98.42814371257485,99.27932405566601,98.123504784689,99.68210717529519,97.27272727272728,97.84003421727972,98.78230616302187,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,188.12020550355408,31.282109930325852,99.9032303469632,131.18534027728904,56.93486522626504,354.00034962997495,59.202344185736756,187.58647098487432,246.78881517061112,107.21153445936385
20,aliens,hedge,1757,292,1072,1364,393,1752,293,1073,1366,386,18007,3023,10896,13919,4088,1800.7,302.3,1089.6,1391.9,408.8,97.57316599100349,96.59278862057559,98.38472834067548,97.99554565701558,96.13502935420743,97.2954961959238,96.92358584187892,98.47650513950074,98.13923414038365,94.42270058708414,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,125.19969737490324,20.80723485115068,76.38820465901894,97.1954395101696,28.004257864733624,236.269947638749,39.51318188250768,144.7018572011288,184.21503908363647,52.0549085551125
20,aliens,aliens,2506,399,1061,1460,1046,2482,398,1055,1453,1029,25414,4009,10694,14703,10711,2541.4,400.9,1069.4,1470.3,1071.1,98.60706697096089,99.5260663507109,99.214512810922,99.29946269468816,97.65661469517319,97.66270559534115,99.27662758792717,98.65345053300916,98.82336938039856,96.0694613014658,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,178.57167992117672,28.431803786332605,75.60437046942079,104.0361742557534,74.53550566542333,334.7157591548944,53.67319586770668,142.27442623223754,195.94762209994423,138.76813705495016
21,minion,unicorn,474,271,53,323,151,476,271,54,324,152,7624,2700,535,3235,4389,762.4,270.0,53.5,323.5,438.9,62.17208814270724,100.37037037037038,99.06542056074767,99.84544049459042,34.40419229892914,62.43441762854145,100.37037037037038,100.93457943925233,100.1545595054096,34.63203463203464,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,33.77612780631994,19.310824125554227,3.776655640791048,23.016222112745442,10.759905693574495,64.1920633995688,36.546321809418366,7.282292906673771,43.69375744004262,20.498305959526167
21,minion,pepper,797,294,1,294,504,799,294,1,294,506,10155,2930,0,2930,7225,1015.5,293.0,0.0,293.0,722.5,78.48350566223536,100.34129692832765,inf,100.34129692832765,69.75778546712803,78.68045297882816,100.34129692832765,inf,100.34129692832765,70.03460207612456,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,56.79234991906539,20.94975015835034,0.07125765359983109,20.94975015835034,35.91385741431487,107.75096356356188,39.64803915855719,0.13485727604951428,39.64803915855719,68.23778168105422
21,minion,minion,947,240,169,409,539,950,240,169,409,542,12032,2400,1725,4125,7907,1203.2,240.0,172.5,412.5,790.7,78.70678191489361,100.0,97.97101449275362,99.15151515151514,68.16744656633362,78.9561170212766,100.0,97.97101449275362,99.15151515151514,68.54685721512584,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,67.48099795904004,17.101836863959463,12.042543458371455,29.14438032233092,38.407875290308965,128.11441224703856,32.36574625188342,22.79087965236791,55.156625904251335,73.09264361883673
21,minion,pig,944,400,23,422,522,958,400,23,422,536,10066,4035,227,4262,5804,1006.6,403.5,22.7,426.2,580.4,93.78104510232465,99.13258983890955,101.32158590308372,99.0145471609573,89.93797381116472,95.1718656864693,99.13258983890955,101.32158590308372,99.0145471609573,92.3501033769814,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,67.26722499824055,28.503061439932438,1.638926032796115,30.070729819128722,37.196495179111835,129.19327045543469,53.9429104198057,3.101717349138828,56.90977049289502,72.28349996253965
21,minion,hedge,1069,322,110,432,637,1075,324,110,434,641,11365,3370,1115,4485,6880,1136.5,337.0,111.5,448.5,688.0,94.06071271447426,95.54896142433235,98.65470852017937,96.32107023411372,92.58720930232558,94.58864936207655,96.14243323442136,98.65470852017937,96.7670011148272,93.1686046511628,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,76.17443169821945,22.944964459145613,7.838341895981421,30.78330635512703,45.39112534309241,144.97157175322783,43.69375744004262,14.834300365446568,58.52805780548918,86.44351394773864
