subject,card_class,right_mean,right_std,right_min,right_max,left_mean,left_std,left_min,left_max,mean_pupil,label
0,aliens,0.14145535726944405,0.14696799799768795,-0.6250759219088939,0.9549240780911057,0.18726660711393336,0.1976328657464048,-0.924437367303609,0.6655626326963908,0.1643609821916887,0
0,minion,0.2727504150663792,0.1297483258144371,-0.29507592190889387,0.7649240780911062,0.38164717107236434,0.20841003838916386,-0.924437367303609,1.115562632696391,0.3271987930693718,1
0,pepper,0.16210222180368092,0.18026834263716648,-0.6250759219088939,0.6949240780911059,0.2408312125345073,0.26569507167187156,-0.7244373673036089,1.2755626326963911,0.2014667171690941,0
0,pig,0.022068238675047643,0.14906822079131538,-0.7150759219088938,0.40492407809110587,0.005164049879739167,0.19467813188298988,-1.0644373673036087,0.46556263269639064,0.013616144277393405,0
0,hedge,-0.026940786773758815,0.15728948382529778,-0.8150759219088939,0.47492407809110615,-0.0038716579911633247,0.16165609679652312,-0.9944373673036089,1.1855626326963913,-0.01540622238246107,0
0,unicorn,-0.02370605889519532,0.14687218199423197,-0.6750759219088938,1.024924078091106,0.008494694674936954,0.1704885130668572,-0.9844373673036091,1.2255626326963913,-0.007605682110129183,0
1,pepper,0.2757460019614457,0.24100234904188453,-0.585722379603399,1.2842776203966015,0.2808744088877377,0.2621549165086774,-0.6020058139534878,1.407994186046512,0.27831020542459173,0
1,aliens,0.1736082491998466,0.17144580240544485,-0.42572237960339887,1.2942776203966013,0.18744484728761074,0.2002129806842979,-0.262005813953488,1.3979941860465122,0.18052654824372866,0
1,hedge,0.21507353876394814,0.1580769882111677,-0.585722379603399,1.354277620396601,0.23862910668143272,0.17067595518713344,-0.19200581395348815,1.3879941860465124,0.22685132272269043,1
1,unicorn,0.2458029122253949,0.18406074277576076,-0.295722379603399,1.4242776203966012,0.20757231104651205,0.19200105100438006,-0.4120058139534879,1.4379941860465122,0.22668761163595347,0
1,pig,0.20542425766231232,0.16692917791224754,-0.42572237960339887,1.1742776203966012,0.16120886902760215,0.1751264562713882,-0.42200581395348813,1.1879941860465122,0.18331656334495722,0
1,minion,0.13158768199824386,0.18352871063496937,-0.5357223796033987,1.0442776203966013,0.14642126937984537,0.1950544024425877,-0.3620058139534881,1.4179941860465117,0.13900447568904462,0
2,hedge,-0.0486542443064181,0.16043053633951954,-0.9205042016806719,0.5694957983193283,-0.15356455295137855,0.21757171727507343,-1.2259556786703598,0.8840443213296405,-0.10110939862889833,0
2,pig,-0.030379892288406936,0.16204557190815513,-0.9705042016806722,0.3194957983193283,-0.23245435241041273,0.16646770261577756,-1.1659556786703598,0.61404432132964,-0.13141712234940983,0
2,aliens,-0.0849289804417341,0.19255942128861925,-0.940504201680672,0.8394957983193279,-0.30267567867035966,0.18933701770925138,-1.2159556786703596,0.8940443213296403,-0.19380232955604687,0
2,pepper,-0.16383093435393947,0.18478650856659412,-0.8505042016806721,0.21949579831932775,-0.3176223453370264,0.23264835639212833,-1.1559556786703595,0.1940443213296401,-0.24072663984548293,0
2,minion,-0.03830743618201986,0.20439674338763963,-0.9105042016806721,0.45949579831932796,-0.11554549479482926,0.23947174230702853,-1.0459556786703597,0.8140443213296402,-0.07692646548842455,1
2,unicorn,-0.1942282092421088,0.16591666688604764,-0.6705042016806719,0.6994957983193282,-0.4402846011656338,0.168026573743187,-1.1559556786703595,0.024044321329640184,-0.3172564052038713,0
3,pig,0.10799282284835345,0.23811519913736826,-0.9814346895074948,1.1785653104925053,0.06041977375114038,0.214303998703318,-0.6355246252676658,0.8144753747323339,0.0842062982997469,0
3,minion,0.1328158959725987,0.19729195454429976,-0.931434689507495,0.5385653104925048,0.10376599258130444,0.20618267288224948,-0.755524625267666,0.4944753747323345,0.11829094427695158,0
3,pepper,0.08351974296972124,0.20473372362706682,-0.931434689507495,0.6585653104925049,0.077894315342286,0.19290307055336614,-0.755524625267666,0.5544753747323341,0.08070702915600361,0
3,hedge,0.20469864382583836,0.19345629500817962,-0.9814346895074948,0.5885653104925046,0.23342274315338685,0.23175890446955255,-0.9555246252676657,0.7644753747323341,0.2190606934896126,1
3,aliens,0.1911583626016862,0.17102569826547936,-0.971434689507495,0.5385653104925048,0.14134514773113943,0.21410098790206966,-0.8755246252676656,0.5844753747323344,0.16625175516641283,0
3,unicorn,0.08173838741558201,0.1422393103013499,-0.9614346895074948,0.3385653104925046,0.12890933699648513,0.11853267080418518,-0.2555246252676655,0.39447537473233396,0.10532386220603357,0
4,aliens,0.03695421860885335,0.2677081641639555,-1.1282399999999995,1.4217600000000008,0.020052686420404985,0.3610890285906516,-0.674690265486726,2.075309734513274,0.028503452514629164,0
4,unicorn,0.07544296529968511,0.2850905788738531,-1.3182399999999994,1.4517600000000002,0.020805669472623568,0.45800843106753625,-1.2646902654867258,2.075309734513274,0.04812431738615434,1
4,minion,0.1528190277777784,0.2356004502581346,-0.6082399999999994,1.4517600000000002,-0.04774686926031094,0.26320350253459374,-0.6846902654867262,1.7953097345132738,0.05253607925873373,0
4,pepper,0.026766402048656143,0.2453786319871482,-0.6282399999999995,0.9617600000000008,-0.09832662912308968,0.36511953640153105,-0.8846902654867259,2.0653097345132743,-0.035780113537216766,0
4,hedge,-0.09714148830616524,0.21607753616718522,-0.7482399999999996,0.9717600000000006,-0.25618293157818417,0.36343819415933876,-1.354690265486726,2.0653097345132743,-0.1766622099421747,0
