subject	duration	card_class	show_order	fix_freq	sacc_freq	pupil_diam_right_mean	pupil_diam_right_std	pupil_diam_right_min	pupil_diam_right_max	pupil_diam_left_mean	pupil_diam_left_std	pupil_diam_left_min	pupil_diam_left_max	sre_fix_freq	sre_sacc_freq	sre_pupil_diam_right_mean	sre_pupil_diam_right_std	sre_pupil_diam_right_min	sre_pupil_diam_right_max	sre_pupil_diam_left_mean	sre_pupil_diam_left_std	sre_pupil_diam_left_min	sre_pupil_diam_left_max	srl_fix_freq	srl_sacc_freq	srl_pupil_diam_right_mean	srl_pupil_diam_right_std	srl_pupil_diam_right_min	srl_pupil_diam_right_max	srl_pupil_diam_left_mean	srl_pupil_diam_left_std	srl_pupil_diam_left_min	srl_pupil_diam_left_max	label
5	6149	5	1	47.812652463815255	5.691982436168483	3.3268021680216817	0.23786200419311415	3.0	3.93	3.6969105691057016	0.26788157490957454	3.33	4.29	196.0	23.333333333333332	3.6261467889908245	0.18027709256956265	3.19	3.93	4.0581651376146795	0.12379915886759278	3.76	4.29	196.0	23.333333333333332	3.1161333333333325	0.06189172909003204	3.0	3.22	3.4450666666666643	0.057014618008600804	3.33	3.54	0
5	3930	3	2	48.346055979643765	7.379134860050891	3.411377777777782	0.10510353927558291	3.04	3.56	3.712977777777776	0.14341661478652118	3.34	3.89	0.0	126.66666666666667	3.04		3.04	3.04	3.39		3.39	3.39	126.66666666666667	19.333333333333332	3.4570229007633597	0.04964016141560179	3.25	3.56	3.7851908396946556	0.061473585885298596	3.55	3.89	1
5	3559	2	3	37.651025568980046	5.338578252318067	3.0827950310558987	0.1253006942325351	2.94	3.34	3.3316149068323	0.14263108278491582	3.09	3.63	0.0	0.0									89.33333333333333	12.666666666666666	3.0903333333333323	0.12631279309802193	2.94	3.34	3.345466666666667	0.13769232634312184	3.12	3.63	0
5	5599	4	6	41.078764065011605	3.7506697624575818	3.2552343750000037	0.05618547497386862	3.14	3.42	3.514648437500005	0.062414438983519234	3.3	3.63	0.0	0.0									153.33333333333334	14.0	3.225000000000003	0.034732921543201206	3.16	3.3	3.5166	0.0576360951408685	3.3	3.61	0
5	4219	1	4	54.98933396539464	4.9774828158331355	3.1879215686274467	0.13270354194509593	3.01	3.54	3.43807843137255	0.13451807289185191	3.21	3.78	0.0	0.0									154.66666666666666	14.0	3.1004635761589423	0.051850268380460966	3.01	3.23	3.3604635761589403	0.06063373921444916	3.24	3.52	0
5	3880	0	5	59.27835051546392	4.381443298969073	3.1823076923076945	0.1491709421477195	2.88	3.47	3.4270850202429175	0.17386216873657176	3.09	3.77	153.33333333333334	0.0	3.14	0.039157800414902466	3.1	3.22	3.2599999999999993	0.02108185106778917	3.23	3.29	153.33333333333334	11.333333333333334	3.106666666666667	0.10727663960490977	2.88	3.35	3.367133333333335	0.1303445957703366	3.09	3.71	0
6	4507	5	5	0.0	0.0	2.910803571428569	0.0880953253862014	2.67	3.06	2.604508928571428	0.0718102251779125	2.4	2.78	0.0	0.0	2.8435526315789468	0.0630915514126029	2.68	2.94	2.5730263157894746	0.0695321457906026	2.4	2.78	0.0	0.0	2.9652054794520546	0.0346052978057589	2.91	3.02	2.639041095890412	0.06772420344393637	2.4	2.73	0
6	3939	3	2	30.464584920030465	4.061944656004062	2.991106557377048	0.04945801850745671	2.76	3.18	2.699795081967218	0.08939416010281147	2.52	3.68	80.0	10.666666666666666	2.9657547169811305	0.05793178440376968	2.76	3.18	2.7121698113207557	0.11919575509364849	2.55	3.68	0.0	0.0	3.025200000000001	0.03210455890839642	2.98	3.08	2.6837333333333326	0.05739322243943081	2.52	2.76	0
6	4069	2	3	27.27942983534038	3.4406488080609487	2.9128888888888915	0.10711399386996866	2.64	3.07	2.6428518518518525	0.0749598175895824	2.4	2.78	74.0	9.333333333333334	2.80869918699187	0.05763024236804121	2.64	2.94	2.5846341463414637	0.04984060960154701	2.4	2.7	0.0	0.0	2.981466666666666	0.031652391282079646	2.91	3.06	2.6531999999999996	0.04559397779105059	2.51	2.76	0
6	3750	4	6	0.0	0.0	2.9990374331550798	0.11612994987466425	2.74	3.14	2.69	0.0815903747222172	2.46	2.86	0.0	0.0	2.868108108108109	0.06373480319917425	2.74	3.0	2.612702702702703	0.0657995565063394	2.46	2.86	0.0	0.0	3.0865333333333345	0.027631422248872713	3.05	3.14	2.747200000000001	0.0376168449903368	2.61	2.8	1
6	4428	1	4	0.0	0.0	2.9703414634146355	0.06084680609180248	2.82	3.08	2.694487804878049	0.07580519472060208	2.42	2.82	0.0	0.0	2.889152542372882	0.030245440556543105	2.82	2.94	2.6367796610169494	0.07946894162276057	2.42	2.82	0.0	0.0	3.0205333333333337	0.03225294176121378	2.97	3.08	2.750800000000001	0.03494242368487004	2.7	2.81	0
6	5149	0	1	0.0	0.0	3.0726271186440632	0.07597231260614816	2.84	3.25	2.718305084745766	0.06395217740868515	2.52	2.88	0.0	0.0	3.088867924528302	0.09301902984291584	2.88	3.25	2.730754716981132	0.08444044457039103	2.55	2.88	0.0	0.0	3.1004000000000014	0.062351228341354085	2.99	3.19	2.7117333333333344	0.05761881574562193	2.52	2.8	0
8	1075	5	6	13.023255813953488	0.0	3.962826086956522	0.08848510341616861	3.82	4.06	3.7954347826086945	0.09941398340584867	3.63	3.95	9.333333333333334	0.0	3.962826086956522	0.08848510341616861	3.82	4.06	3.7954347826086945	0.09941398340584867	3.63	3.95	9.333333333333334	0.0	3.962826086956522	0.08848510341616861	3.82	4.06	3.7954347826086945	0.09941398340584867	3.63	3.95	0
8	2150	3	2	15.348837209302326	0.0	3.801052631578948	0.035624883019947234	3.76	3.9	3.747631578947369	0.050158355210667915	3.67	3.86	0.0	0.0									22.0	0.0	3.801052631578948	0.035624883019947234	3.76	3.9	3.747631578947369	0.050158355210667915	3.67	3.86	0
8	2600	2	3	31.538461538461537	1.5384615384615383	3.840485436893202	0.10413395069715466	3.69	4.05	3.832038834951455	0.12960996711325848	3.57	4.06	54.666666666666664	0.0	3.871199999999999	0.04594562003064059	3.82	3.96	3.8420000000000005	0.0472581562625261	3.77	3.92	54.666666666666664	2.6666666666666665	3.8306410256410244	0.11533508205303858	3.69	4.05	3.8288461538461536	0.14667731850642673	3.57	4.06	1
8	2868	4	4	19.525801952580196	3.1380753138075317	3.6926027397260253	0.07278254135246295	3.56	3.9	3.6934246575342473	0.07998644291521104	3.48	3.88	0.0	0.0	3.9		3.9	3.9	3.88		3.88	3.88	37.333333333333336	6.0	3.6897222222222203	0.06897585252544468	3.56	3.87	3.6908333333333343	0.07740054954858228	3.48	3.83	0
8	5456	1	1	56.2683284457478	8.064516129032258	3.983429319371729	0.17017057670133115	3.68	4.53	4.010418848167531	0.1789480267682049	3.54	4.49	204.66666666666666	29.333333333333332	3.818437499999999	0.039440389892072734	3.73	3.88	3.7962499999999992	0.032700991402550436	3.65	3.84	204.66666666666666	29.333333333333332	3.872214765100672	0.13074550086612918	3.68	4.11	3.900402684563756	0.11191139831949881	3.54	4.15	0
8	1719	0	5	8.726003490401396	0.0	3.8700000000000006	0.03208444739598743	3.8	3.91	3.650571428571428	0.06130650369216945	3.58	3.87	10.0	0.0	3.8700000000000006	0.03208444739598743	3.8	3.91	3.650571428571428	0.06130650369216945	3.58	3.87	10.0	0.0	3.8700000000000006	0.03208444739598743	3.8	3.91	3.650571428571428	0.06130650369216945	3.58	3.87	0
9	3509	5	4	65.54573952693075	11.39925904816187	4.578986486486488	0.15174796171468838	3.8	5.04	4.474358108108106	0.14420181291956755	4.11	5.17	153.33333333333334	26.666666666666668	4.507013888888888	0.08251365524719706	4.15	4.8	4.415416666666666	0.1063696878321568	4.19	4.7	153.33333333333334	26.666666666666668	4.677925925925926	0.14789112724183337	3.8	5.04	4.550000000000001	0.10782794476220804	4.28	4.78	1
9	2725	3	6	81.10091743119266	5.504587155963303	4.623749999999997	0.14049381532917737	4.34	5.07	4.507500000000001	0.33895081032778535	4.18	7.37	147.33333333333334	10.0	4.553333333333331	0.05463320850943859	4.36	4.7	4.3964	0.06553118013945572	4.18	4.64	147.33333333333334	10.0	4.687920000000003	0.16679761737294194	4.34	5.07	4.605200000000001	0.45460475566250713	4.18	7.37	0
9	2239	2	1	78.15989280928987	6.252791424743189	4.8621212121212105	0.18123811483397748	4.3	5.28	4.726717171717174	0.25840359336518803	4.06	6.23	116.66666666666667	9.333333333333334	4.8192700729927	0.19569497211858722	4.3	5.19	4.642773722627737	0.21523492612043607	4.06	4.94	116.66666666666667	9.333333333333334	4.958507462686569	0.10809010069706475	4.7	5.28	4.856044776119403	0.18546028355693084	4.59	6.23	0
9	3789	4	2	63.34125098970704	7.1258907363420425	4.703571428571431	0.11863965254588485	4.33	5.02	4.619130434782611	0.23193589001504067	2.94	5.76	160.0	18.0	4.677637795275588	0.08642325426434895	4.4	4.94	4.618267716535435	0.16100919074718018	4.28	4.95	160.0	18.0	4.756641221374046	0.1438247367566239	4.33	5.02	4.691679389312974	0.09263786127260636	4.42	4.81	0
9	2629	1	3	65.80448839863065	12.171928489920122	4.582194092827002	0.10014944493550447	4.2	4.78	4.427257383966244	0.10346778135184465	4.17	5.1	115.33333333333333	21.333333333333332	4.589428571428566	0.10527641881094141	4.31	4.78	4.398642857142855	0.08571502654698689	4.23	4.59	115.33333333333333	21.333333333333332	4.557575757575756	0.08257424336535352	4.2	4.72	4.421439393939397	0.1260505931126758	4.17	5.1	0
9	3620	0	5	65.4696132596685	13.535911602209945	4.61260188087775	0.23974397008354495	3.54	6.1	4.518589341692789	0.25396147632735644	4.01	5.87	158.0	32.666666666666664	4.564379562043794	0.13988893343244	3.63	4.82	4.428978102189777	0.16418821996654812	4.24	5.48	158.0	32.666666666666664	4.7609923664122125	0.2214805251443185	4.25	6.1	4.682824427480912	0.24336827050997378	4.14	5.87	0
10	7048	5	4	80.87400681044268	11.066969353007945	3.127333333333312	0.08992083560865048	2.38	4.17	3.1210962962962796	0.09387463024097338	2.89	3.82	380.0	52.0	3.151417910447761	0.09722582800722845	2.99	4.17	3.153656716417908	0.08427078663965554	3.03	3.7	380.0	52.0	3.0720666666666676	0.036605949321484234	2.94	3.14	3.0573333333333315	0.09036589802423851	2.89	3.38	0
10	5859	3	5	82.09592080559823	10.069977811913295	3.173996415770608	0.10558708227828968	2.88	3.49	3.1728853046595047	0.14195641642514664	2.73	4.96	320.6666666666667	39.333333333333336	3.1521167883211687	0.05951310603227897	2.88	3.27	3.177372262773721	0.17831428827062584	2.73	4.96	320.6666666666667	39.333333333333336	3.1315999999999997	0.04416381950216873	3.05	3.24	3.1362666666666668	0.026911404899159996	3.06	3.19	1
10	8799	2	2	85.80520513694738	7.387203091260371	3.0282267792521247	0.1437443271953581	2.74	3.42	3.001375150784093	0.12092154365511132	2.54	3.41	503.3333333333333	43.333333333333336	3.1931333333333347	0.10058310975844843	3.05	3.42	3.1377333333333337	0.10742968149131032	3.01	3.41	503.3333333333333	43.333333333333336	3.021533333333333	0.05111819002302824	2.87	3.11	3.0058666666666665	0.04327509423167816	2.86	3.16	0
10	8238	4	3	93.46928866229668	6.67637776159262	3.08950303030301	0.13745739076087052	2.76	3.39	3.0877818181817966	0.1274223575095521	2.83	3.38	513.3333333333334	36.666666666666664	3.2068211920529777	0.045990881138578625	3.08	3.33	3.2099337748344383	0.050391754467594134	3.07	3.34	513.3333333333334	36.666666666666664	2.9006000000000016	0.029085156157820997	2.76	2.95	2.9218000000000015	0.027048800045336913	2.83	2.98	0
10	10667	1	1	65.15421393081466	5.906065435455142	3.0251724137931046	0.07833751917607719	2.79	3.39	2.9701660280970676	0.07631773681033048	2.49	3.26	0.0	0.0									463.3333333333333	42.0	3.071199999999996	0.028729705413636987	2.97	3.11	3.0020000000000016	0.04558346574135498	2.64	3.12	0
10	6238	0	6	64.92465533824944	7.694773966014748	3.195541401273889	0.10451546706949948	2.6	3.42	3.185753715498944	0.17887894058581025	2.76	4.7	0.0	270.0	3.179444444444444	0.020138409955990935	3.16	3.23	3.8144444444444443	0.267520691277213	3.14	4.07	270.0	32.0	3.1487333333333387	0.062124541149012884	2.93	3.24	3.1595999999999993	0.057601733754667726	2.91	3.24	0
11	3580	5	2	81.56424581005587	3.631284916201117	3.186516129032259	0.1923188208814364	3.03	5.86	3.0370967741935493	0.20072511833031526	2.8	5.94	194.66666666666666	8.666666666666666	3.203055555555556	0.04229893248297987	3.07	3.29	3.0492361111111106	0.07938645725789505	2.81	3.47	194.66666666666666	8.666666666666666	3.177142857142857	0.286265323603533	3.04	5.86	3.027368421052631	0.2927945156404996	2.8	5.94	0
11	3870	3	3	62.53229974160207	7.493540051679586	3.158976897689767	0.14716957420090687	2.82	4.21	3.1911551155115467	0.5996221097783195	2.78	7.34	161.33333333333334	19.333333333333332	3.071857142857144	0.10500144373303925	2.82	4.21	2.91042857142857	0.20152965909351256	2.78	5.12	161.33333333333334	19.333333333333332	3.3214772727272743	0.10130799485905119	3.05	3.74	3.6784090909090916	0.792789178341705	3.02	7.34	0
11	3669	2	4	73.86208776233306	8.994276369582993	3.0770125786163445	0.09832127133273012	2.72	3.95	3.0466037735849087	0.31888573784782215	2.8	5.71	180.66666666666666	22.0	3.072248062015503	0.12157328236292761	2.96	3.95	3.007906976744187	0.2507322850752766	2.8	4.78	180.66666666666666	22.0	3.0713907284768216	0.07031396006578246	2.91	3.28	2.972251655629137	0.0554998160409019	2.82	3.22	0
11	6239	4	1	60.26606828017311	4.648180798204841	3.0960975609756067	0.21442912171270564	2.86	6.36	3.1315742793791537	0.634783921699417	2.74	6.87	250.66666666666666	19.333333333333332	3.0486666666666675	0.07008783240020537	2.9	3.17	2.9239333333333337	0.07109778375298438	2.76	3.1	250.66666666666666	19.333333333333332	3.0526760563380284	0.16319101644110956	2.86	3.72	3.4329577464788734	0.9831602025628481	2.75	6.7	0
11	4809	1	6	79.4343938448742	5.6144728633811605	3.249162790697672	0.20920817865347402	2.88	5.42	3.18374418604651	0.4134985529452279	2.79	6.92	254.66666666666666	18.0	3.3331788079470206	0.17084250392657815	3.15	4.25	3.2208609271523185	0.17326257683008559	3.05	4.8	254.66666666666666	18.0	3.0885714285714316	0.14544670108717786	2.88	3.95	3.0893650793650775	0.6564470988973854	2.79	6.92	1
11	5239	0	5	79.02271425844627	7.253292613094102	3.140762711864401	0.22975074384354913	2.91	6.01	3.058347457627118	0.2243580652378229	2.75	5.84	276.0	25.333333333333332	3.109931972789119	0.06602714882302496	2.93	3.3	2.9989115646258493	0.08467608913278206	2.75	3.2	276.0	25.333333333333332	3.0312000000000006	0.06350944547411456	2.91	3.18	2.9692000000000007	0.09080194540091419	2.76	3.19	0
