130268,s0m,06/12/2018,14:23:31.827,,
130270,s0m,06/12/2018,14:23:31.827,,
130271,s0m,06/12/2018,14:23:31.827,3.4,3.27
130278,s0m,06/12/2018,14:23:31.827,,
130281,s0m,06/12/2018,14:23:31.827,,
130281,s0m,06/12/2018,14:23:31.827,3.46,3.3
130288,s0m,06/12/2018,14:23:31.827,,
130291,s0m,06/12/2018,14:23:31.827,3.39,3.27
130292,s0m,06/12/2018,14:23:31.827,,
130298,s0m,06/12/2018,14:23:31.827,,
130301,s0m,06/12/2018,14:23:31.827,3.46,3.29
130302,s0m,06/12/2018,14:23:31.827,,
130308,s0m,06/12/2018,14:23:31.827,,
130311,s0m,06/12/2018,14:23:31.827,3.41,3.26
130313,s0m,06/12/2018,14:23:31.827,,
130318,s0m,06/12/2018,14:23:31.827,,
130321,s0m,06/12/2018,14:23:31.827,3.48,3.29
130324,s0m,06/12/2018,14:23:31.827,,
130328,s0m,06/12/2018,14:23:31.827,,
130331,s0m,06/12/2018,14:23:31.827,3.41,3.27
130335,s0m,06/12/2018,14:23:31.827,,
130338,s0m,06/12/2018,14:23:31.827,,
130341,s0m,06/12/2018,14:23:31.827,3.48,3.29
130346,s0m,06/12/2018,14:23:31.827,,
130348,s0m,06/12/2018,14:23:31.827,,
130351,s0m,06/12/2018,14:23:31.827,3.43,3.27
130356,s0m,06/12/2018,14:23:31.827,,
130358,s0m,06/12/2018,14:23:31.827,,
130361,s0m,06/12/2018,14:23:31.827,3.49,3.31
130367,s0m,06/12/2018,14:23:31.827,,
130368,s0m,06/12/2018,14:23:31.827,,
130371,s0m,06/12/2018,14:23:31.827,3.43,3.28
130378,s0m,06/12/2018,14:23:31.827,,
130378,s0m,06/12/2018,14:23:31.827,,
130381,s0m,06/12/2018,14:23:31.827,3.49,3.33
130388,s0m,06/12/2018,14:23:31.827,,
130389,s0m,06/12/2018,14:23:31.827,,
130391,s0m,06/12/2018,14:23:31.827,3.44,3.29
130398,s0m,06/12/2018,14:23:31.827,,
130399,s0m,06/12/2018,14:23:31.827,,
130401,s0m,06/12/2018,14:23:31.827,3.5,3.33
130408,s0m,06/12/2018,14:23:31.827,,
130410,s0m,06/12/2018,14:23:31.827,,
130411,s0m,06/12/2018,14:23:31.827,3.44,3.3
130418,s0m,06/12/2018,14:23:31.827,,
130421,s0m,06/12/2018,14:23:31.827,,
130421,s0m,06/12/2018,14:23:31.827,3.5,3.33
130428,s0m,06/12/2018,14:23:31.827,,
130431,s0m,06/12/2018,14:23:31.827,3.44,3.3
130432,s0m,06/12/2018,14:23:31.827,,
130438,s0m,06/12/2018,14:23:31.827,,
130441,s0m,06/12/2018,14:23:31.827,3.5,3.33
130443,s0m,06/12/2018,14:23:31.827,,
130448,s0m,06/12/2018,14:23:31.827,,
130451,s0m,06/12/2018,14:23:31.827,3.29,3.12
130453,s0m,06/12/2018,14:23:31.827,,
130458,s0m,06/12/2018,14:23:31.827,,
130461,s0m,06/12/2018,14:23:31.827,3.35,
130464,s0m,06/12/2018,14:23:31.827,,
130599,s0m,06/12/2018,14:23:31.827,,
130601,s0m,06/12/2018,14:23:31.827,3.31,
130604,s0m,06/12/2018,14:23:31.827,,
130619,s0m,06/12/2018,14:23:31.827,,
130621,s0m,06/12/2018,14:23:31.827,3.36,
130626,s0m,06/12/2018,14:23:31.827,,
130629,s0m,06/12/2018,14:23:31.827,,
130631,s0m,06/12/2018,14:23:31.827,3.16,
130636,s0m,06/12/2018,14:23:31.827,,
130639,s0m,06/12/2018,14:23:31.827,,
130641,s0m,06/12/2018,14:23:31.827,3.32,2.89
130647,s0m,06/12/2018,14:23:31.827,,
130649,s0m,06/12/2018,14:23:31.827,,
130651,s0m,06/12/2018,14:23:31.827,3.24,2.85
130658,s0m,06/12/2018,14:23:31.827,,
130659,s0m,06/12/2018,14:23:31.827,,
130661,s0m,06/12/2018,14:23:31.827,3.32,2.89
130669,s0m,06/12/2018,14:23:31.827,,
130669,s0m,06/12/2018,14:23:31.827,,
130671,s0m,06/12/2018,14:23:31.827,3.33,2.9
130679,s0m,06/12/2018,14:23:31.827,,
130680,s0m,06/12/2018,14:23:31.827,,
130681,s0m,06/12/2018,14:23:31.827,3.36,2.96
130689,s0m,06/12/2018,14:23:31.827,,
130690,s0m,06/12/2018,14:23:31.827,,
130691,s0m,06/12/2018,14:23:31.827,3.34,2.97
130699,s0m,06/12/2018,14:23:31.827,,
130701,s0m,06/12/2018,14:23:31.827,,
130701,s0m,06/12/2018,14:23:31.827,3.37,3.05
130709,s0m,06/12/2018,14:23:31.827,,
130711,s0m,06/12/2018,14:23:31.827,3.33,3.0
130712,s0m,06/12/2018,14:23:31.827,,
130719,s0m,06/12/2018,14:23:31.827,,
130721,s0m,06/12/2018,14:23:31.827,3.37,3.07
130723,s0m,06/12/2018,14:23:31.827,,
130729,s0m,06/12/2018,14:23:31.827,,
130731,s0m,06/12/2018,14:23:31.827,3.32,3.02
130733,s0m,06/12/2018,14:23:31.827,,
130740,s0m,06/12/2018,14:23:31.827,,
130741,s0m,06/12/2018,14:23:31.827,3.36,3.08
130744,s0m,06/12/2018,14:23:31.827,,
130750,s0m,06/12/2018,14:23:31.827,,
130751,s0m,06/12/2018,14:23:31.827,3.3,3.04
130755,s0m,06/12/2018,14:23:31.827,,
130760,s0m,06/12/2018,14:23:31.827,,
130761,s0m,06/12/2018,14:23:31.827,3.35,3.1
130766,s0m,06/12/2018,14:23:31.827,,
130770,s0m,06/12/2018,14:23:31.827,,
130771,s0m,06/12/2018,14:23:31.827,3.29,3.07
130776,s0m,06/12/2018,14:23:31.827,,
130780,s0m,06/12/2018,14:23:31.827,,
130781,s0m,06/12/2018,14:23:31.827,3.34,3.12
130787,s0m,06/12/2018,14:23:31.827,,
130790,s0m,06/12/2018,14:23:31.827,,
130791,s0m,06/12/2018,14:23:31.827,3.28,3.09
130798,s0m,06/12/2018,14:23:31.827,,
130800,s0m,06/12/2018,14:23:31.827,,
130801,s0m,06/12/2018,14:23:31.827,3.34,3.13
130809,s0m,06/12/2018,14:23:31.827,,
130810,s0m,06/12/2018,14:23:31.827,,
130811,s0m,06/12/2018,14:23:31.827,3.28,3.13
130819,s0m,06/12/2018,14:23:31.827,,
130820,s0m,06/12/2018,14:23:31.827,,
130821,s0m,06/12/2018,14:23:31.827,3.35,3.15
130830,s0m,06/12/2018,14:23:31.827,,
130830,s0m,06/12/2018,14:23:31.827,,
130831,s0m,06/12/2018,14:23:31.827,3.29,3.15
130840,s0m,06/12/2018,14:23:31.827,,
130841,s0m,06/12/2018,14:23:31.827,,
130841,s0m,06/12/2018,14:23:31.827,3.35,3.16
130850,s0m,06/12/2018,14:23:31.827,,
130851,s0m,06/12/2018,14:23:31.827,3.3,3.17
130852,s0m,06/12/2018,14:23:31.827,,
130860,s0m,06/12/2018,14:23:31.827,,
130861,s0m,06/12/2018,14:23:31.827,3.36,3.16
130862,s0m,06/12/2018,14:23:31.827,,
130870,s0m,06/12/2018,14:23:31.827,,
130871,s0m,06/12/2018,14:23:31.827,3.31,3.18
130873,s0m,06/12/2018,14:23:31.827,,
130880,s0m,06/12/2018,14:23:31.827,,
130881,s0m,06/12/2018,14:23:31.827,3.37,3.18
130884,s0m,06/12/2018,14:23:31.827,,
130890,s0m,06/12/2018,14:23:31.827,,
130891,s0m,06/12/2018,14:23:31.827,3.32,3.19
130895,s0m,06/12/2018,14:23:31.827,,
130900,s0m,06/12/2018,14:23:31.827,,
130901,s0m,06/12/2018,14:23:31.827,3.38,3.18
130905,s0m,06/12/2018,14:23:31.827,,
130910,s0m,06/12/2018,14:23:31.827,,
130911,s0m,06/12/2018,14:23:31.827,3.33,3.2
130916,s0m,06/12/2018,14:23:31.827,,
130920,s0m,06/12/2018,14:23:31.827,,
130921,s0m,06/12/2018,14:23:31.827,3.38,3.19
130927,s0m,06/12/2018,14:23:31.827,,
130930,s0m,06/12/2018,14:23:31.827,,
130931,s0m,06/12/2018,14:23:31.827,3.34,3.2
130937,s0m,06/12/2018,14:23:31.827,,
130940,s0m,06/12/2018,14:23:31.827,,
130941,s0m,06/12/2018,14:23:31.827,3.39,3.2
130948,s0m,06/12/2018,14:23:31.827,,
130950,s0m,06/12/2018,14:23:31.827,,
130951,s0m,06/12/2018,14:23:31.827,3.35,3.22
130959,s0m,06/12/2018,14:23:31.827,,
130960,s0m,06/12/2018,14:23:31.827,,
130961,s0m,06/12/2018,14:23:31.827,3.4,3.19
130970,s0m,06/12/2018,14:23:31.827,,
130970,s0m,06/12/2018,14:23:31.827,,
130971,s0m,06/12/2018,14:23:31.827,3.36,3.23
130980,s0m,06/12/2018,14:23:31.827,,
130980,s0m,06/12/2018,14:23:31.827,,
130981,s0m,06/12/2018,14:23:31.827,3.41,3.21
130991,s0m,06/12/2018,14:23:31.827,,
130991,s0m,06/12/2018,14:23:31.827,3.37,3.24
130991,s0m,06/12/2018,14:23:31.827,,
131001,s0m,06/12/2018,14:23:31.827,,
131001,s0m,06/12/2018,14:23:31.827,3.43,3.22
131002,s0m,06/12/2018,14:23:31.827,,
131011,s0m,06/12/2018,14:23:31.827,,
131011,s0m,06/12/2018,14:23:31.827,3.39,3.26
131013,s0m,06/12/2018,14:23:31.827,,
131021,s0m,06/12/2018,14:23:31.827,,
131021,s0m,06/12/2018,14:23:31.827,3.44,3.24
131023,s0m,06/12/2018,14:23:31.827,,
131031,s0m,06/12/2018,14:23:31.827,,
131031,s0m,06/12/2018,14:23:31.827,3.4,3.27
131034,s0m,06/12/2018,14:23:31.827,,
131041,s0m,06/12/2018,14:23:31.827,,
131041,s0m,06/12/2018,14:23:31.827,3.46,3.25
131045,s0m,06/12/2018,14:23:31.827,,
131051,s0m,06/12/2018,14:23:31.827,,
131051,s0m,06/12/2018,14:23:31.827,3.42,3.28
131055,s0m,06/12/2018,14:23:31.827,,
131061,s0m,06/12/2018,14:23:31.827,,
131061,s0m,06/12/2018,14:23:31.827,3.47,3.2
131066,s0m,06/12/2018,14:23:31.827,,
131071,s0m,06/12/2018,14:23:31.827,,
131071,s0m,06/12/2018,14:23:31.827,3.44,3.27
131077,s0m,06/12/2018,14:23:31.827,,
131081,s0m,06/12/2018,14:23:31.827,,
131081,s0m,06/12/2018,14:23:31.827,3.49,3.25
131087,s0m,06/12/2018,14:23:31.827,,
131091,s0m,06/12/2018,14:23:31.827,,
131091,s0m,06/12/2018,14:23:31.827,3.45,3.29
131098,s0m,06/12/2018,14:23:31.827,,
131101,s0m,06/12/2018,14:23:31.827,,
131101,s0m,06/12/2018,14:23:31.827,3.5,3.19
131109,s0m,06/12/2018,14:23:31.827,,
131111,s0m,06/12/2018,14:23:31.827,,
131111,s0m,06/12/2018,14:23:31.827,3.47,3.27
131119,s0m,06/12/2018,14:23:31.827,,
131121,s0m,06/12/2018,14:23:31.827,,
131121,s0m,06/12/2018,14:23:31.827,3.51,3.18
131130,s0m,06/12/2018,14:23:31.827,,
131131,s0m,06/12/2018,14:23:31.827,,
131131,s0m,06/12/2018,14:23:31.827,3.48,3.27
131141,s0m,06/12/2018,14:23:31.827,,
131141,s0m,06/12/2018,14:23:31.827,,
131141,s0m,06/12/2018,14:23:31.827,3.52,3.22
131151,s0m,06/12/2018,14:23:31.827,,
131151,s0m,06/12/2018,14:23:31.827,3.49,3.28
131151,s0m,06/12/2018,14:23:31.827,,
131161,s0m,06/12/2018,14:23:31.827,3.53,3.24
131161,s0m,06/12/2018,14:23:31.827,,
131162,s0m,06/12/2018,14:23:31.827,,
131171,s0m,06/12/2018,14:23:31.827,3.49,3.28
131171,s0m,06/12/2018,14:23:31.827,,
131173,s0m,06/12/2018,14:23:31.827,,
131181,s0m,06/12/2018,14:23:31.827,3.53,3.24
131181,s0m,06/12/2018,14:23:31.827,,
131183,s0m,06/12/2018,14:23:31.827,,
131191,s0m,06/12/2018,14:23:31.827,3.48,3.29
131191,s0m,06/12/2018,14:23:31.827,,
131194,s0m,06/12/2018,14:23:31.827,,
131201,s0m,06/12/2018,14:23:31.827,3.52,3.26
131201,s0m,06/12/2018,14:23:31.827,,
131205,s0m,06/12/2018,14:23:31.827,,
131211,s0m,06/12/2018,14:23:31.827,3.48,3.29
131211,s0m,06/12/2018,14:23:31.827,,
131215,s0m,06/12/2018,14:23:31.827,,
131221,s0m,06/12/2018,14:23:31.827,3.52,3.27
131221,s0m,06/12/2018,14:23:31.827,,
131226,s0m,06/12/2018,14:23:31.827,,
131231,s0m,06/12/2018,14:23:31.827,3.46,3.29
131231,s0m,06/12/2018,14:23:31.827,,
131236,s0m,06/12/2018,14:23:31.827,,
131241,s0m,06/12/2018,14:23:31.827,3.5,3.26
131241,s0m,06/12/2018,14:23:31.827,,
131247,s0m,06/12/2018,14:23:31.827,,
131251,s0m,06/12/2018,14:23:31.827,3.45,3.28
131251,s0m,06/12/2018,14:23:31.827,,
131258,s0m,06/12/2018,14:23:31.827,,
131261,s0m,06/12/2018,14:23:31.827,3.49,3.27
131261,s0m,06/12/2018,14:23:31.827,,
131268,s0m,06/12/2018,14:23:31.827,,
131271,s0m,06/12/2018,14:23:31.827,3.43,3.28
131271,s0m,06/12/2018,14:23:31.827,,
131279,s0m,06/12/2018,14:23:31.827,,
131281,s0m,06/12/2018,14:23:31.827,3.48,3.26
131281,s0m,06/12/2018,14:23:31.827,,
131289,s0m,06/12/2018,14:23:31.827,,
131291,s0m,06/12/2018,14:23:31.827,3.42,3.26
131291,s0m,06/12/2018,14:23:31.827,,
131300,s0m,06/12/2018,14:23:31.827,,
131301,s0m,06/12/2018,14:23:31.827,3.46,3.25
131301,s0m,06/12/2018,14:23:31.827,,
131311,s0m,06/12/2018,14:23:31.827,,
131311,s0m,06/12/2018,14:23:31.827,3.4,3.25
131311,s0m,06/12/2018,14:23:31.827,,
131321,s0m,06/12/2018,14:23:31.827,3.45,3.24
131321,s0m,06/12/2018,14:23:31.827,,
131321,s0m,06/12/2018,14:23:31.827,,
131331,s0m,06/12/2018,14:23:31.827,3.39,3.23
131331,s0m,06/12/2018,14:23:31.827,,
131332,s0m,06/12/2018,14:23:31.827,,
131341,s0m,06/12/2018,14:23:31.827,3.44,3.24
131341,s0m,06/12/2018,14:23:31.827,,
131342,s0m,06/12/2018,14:23:31.827,,
131351,s0m,06/12/2018,14:23:31.827,3.39,3.22
131351,s0m,06/12/2018,14:23:31.827,,
131353,s0m,06/12/2018,14:23:31.827,,
131361,s0m,06/12/2018,14:23:31.827,3.44,3.22
131362,s0m,06/12/2018,14:23:31.827,,
131364,s0m,06/12/2018,14:23:31.827,,
131371,s0m,06/12/2018,14:23:31.827,3.38,3.22
131372,s0m,06/12/2018,14:23:31.827,,
131374,s0m,06/12/2018,14:23:31.827,,
131381,s0m,06/12/2018,14:23:31.827,3.47,3.22
131382,s0m,06/12/2018,14:23:31.827,,
131385,s0m,06/12/2018,14:23:31.827,,
131391,s0m,06/12/2018,14:23:31.827,3.39,3.21
131392,s0m,06/12/2018,14:23:31.827,,
131395,s0m,06/12/2018,14:23:31.827,,
131401,s0m,06/12/2018,14:23:31.827,3.47,3.22
131402,s0m,06/12/2018,14:23:31.827,,
131406,s0m,06/12/2018,14:23:31.827,,
131411,s0m,06/12/2018,14:23:31.827,3.39,3.21
131412,s0m,06/12/2018,14:23:31.827,,
131416,s0m,06/12/2018,14:23:31.827,,
131421,s0m,06/12/2018,14:23:31.827,3.47,3.22
131422,s0m,06/12/2018,14:23:31.827,,
131427,s0m,06/12/2018,14:23:31.827,,
131431,s0m,06/12/2018,14:23:31.827,3.39,3.21
131432,s0m,06/12/2018,14:23:31.827,,
131438,s0m,06/12/2018,14:23:31.827,,
131441,s0m,06/12/2018,14:23:31.827,3.47,3.22
131442,s0m,06/12/2018,14:23:31.827,,
131448,s0m,06/12/2018,14:23:31.827,,
131451,s0m,06/12/2018,14:23:31.827,3.39,3.22
131452,s0m,06/12/2018,14:23:31.827,,
131459,s0m,06/12/2018,14:23:31.827,,
131461,s0m,06/12/2018,14:23:31.827,3.47,3.23
131462,s0m,06/12/2018,14:23:31.827,,
131469,s0m,06/12/2018,14:23:31.827,,
131471,s0m,06/12/2018,14:23:31.827,3.39,3.22
131472,s0m,06/12/2018,14:23:31.827,,
131480,s0m,06/12/2018,14:23:31.827,,
131481,s0m,06/12/2018,14:23:31.827,3.48,3.23
131482,s0m,06/12/2018,14:23:31.827,,
131490,s0m,06/12/2018,14:23:31.827,,
131491,s0m,06/12/2018,14:23:31.827,3.4,3.23
131492,s0m,06/12/2018,14:23:31.827,,
131501,s0m,06/12/2018,14:23:31.827,3.48,3.24
131501,s0m,06/12/2018,14:23:31.827,,
131502,s0m,06/12/2018,14:23:31.827,,
131511,s0m,06/12/2018,14:23:31.827,3.4,3.23
131511,s0m,06/12/2018,14:23:31.827,,
131512,s0m,06/12/2018,14:23:31.827,,
131521,s0m,06/12/2018,14:23:31.827,3.49,3.25
131522,s0m,06/12/2018,14:23:31.827,,
131522,s0m,06/12/2018,14:23:31.827,,
131531,s0m,06/12/2018,14:23:31.827,3.41,3.24
131532,s0m,06/12/2018,14:23:31.827,,
131533,s0m,06/12/2018,14:23:31.827,,
131541,s0m,06/12/2018,14:23:31.827,3.49,3.25
131542,s0m,06/12/2018,14:23:31.827,,
131543,s0m,06/12/2018,14:23:31.827,,
131551,s0m,06/12/2018,14:23:31.827,3.41,3.25
131552,s0m,06/12/2018,14:23:31.827,,
131554,s0m,06/12/2018,14:23:31.827,,
131561,s0m,06/12/2018,14:23:31.827,3.5,3.26
131562,s0m,06/12/2018,14:23:31.827,,
131564,s0m,06/12/2018,14:23:31.827,,
131571,s0m,06/12/2018,14:23:31.827,3.42,3.26
131572,s0m,06/12/2018,14:23:31.827,,
131575,s0m,06/12/2018,14:23:31.827,,
131581,s0m,06/12/2018,14:23:31.827,3.5,3.27
131582,s0m,06/12/2018,14:23:31.827,,
131585,s0m,06/12/2018,14:23:31.827,,
131591,s0m,06/12/2018,14:23:31.827,3.5,3.27
131592,s0m,06/12/2018,14:23:31.827,,
131596,s0m,06/12/2018,14:23:31.827,,
131601,s0m,06/12/2018,14:23:31.827,3.54,3.29
131602,s0m,06/12/2018,14:23:31.827,,
131606,s0m,06/12/2018,14:23:31.827,,
131611,s0m,06/12/2018,14:23:31.827,3.52,3.28
131612,s0m,06/12/2018,14:23:31.827,,
131617,s0m,06/12/2018,14:23:31.827,,
131621,s0m,06/12/2018,14:23:31.827,3.54,3.3
131622,s0m,06/12/2018,14:23:31.827,,
131627,s0m,06/12/2018,14:23:31.827,,
131631,s0m,06/12/2018,14:23:31.827,3.52,3.29
131632,s0m,06/12/2018,14:23:31.827,,
131638,s0m,06/12/2018,14:23:31.827,,
131641,s0m,06/12/2018,14:23:31.827,3.55,3.31
131642,s0m,06/12/2018,14:23:31.827,,
131649,s0m,06/12/2018,14:23:31.827,,
131651,s0m,06/12/2018,14:23:31.827,3.53,3.3
131652,s0m,06/12/2018,14:23:31.827,,
131659,s0m,06/12/2018,14:23:31.827,,
131661,s0m,06/12/2018,14:23:31.827,3.55,3.31
131662,s0m,06/12/2018,14:23:31.827,,
131670,s0m,06/12/2018,14:23:31.827,,
131671,s0m,06/12/2018,14:23:31.827,3.52,3.3
131672,s0m,06/12/2018,14:23:31.827,,
131680,s0m,06/12/2018,14:23:31.827,,
131681,s0m,06/12/2018,14:23:31.827,3.56,3.32
131682,s0m,06/12/2018,14:23:31.827,,
131691,s0m,06/12/2018,14:23:31.827,3.5,3.32
131691,s0m,06/12/2018,14:23:31.827,,
131692,s0m,06/12/2018,14:23:31.827,,
131701,s0m,06/12/2018,14:23:31.827,3.53,3.32
131701,s0m,06/12/2018,14:23:31.827,,
131702,s0m,06/12/2018,14:23:31.827,,
131839,s0m,06/12/2018,14:23:31.827,,
131840,s0m,06/12/2018,14:23:31.827,3.39,
131843,s0m,06/12/2018,14:23:31.827,,
131860,s0m,06/12/2018,14:23:31.827,,
131860,s0m,06/12/2018,14:23:31.827,3.47,2.75
131863,s0m,06/12/2018,14:23:31.827,,
131870,s0m,06/12/2018,14:23:31.827,3.1,
131871,s0m,06/12/2018,14:23:31.827,,
131873,s0m,06/12/2018,14:23:31.827,,
131880,s0m,06/12/2018,14:23:31.827,3.42,2.86
131881,s0m,06/12/2018,14:23:31.827,,
131883,s0m,06/12/2018,14:23:31.827,,
131890,s0m,06/12/2018,14:23:31.827,3.34,2.96
131892,s0m,06/12/2018,14:23:31.827,,
131893,s0m,06/12/2018,14:23:31.827,,
131900,s0m,06/12/2018,14:23:31.827,3.54,3.18
131903,s0m,06/12/2018,14:23:31.827,,
131903,s0m,06/12/2018,14:23:31.827,,
131910,s0m,06/12/2018,14:23:31.827,3.5,3.13
131913,s0m,06/12/2018,14:23:31.827,,
131913,s0m,06/12/2018,14:23:31.827,,
131920,s0m,06/12/2018,14:23:31.827,3.59,3.26
131923,s0m,06/12/2018,14:23:31.827,,
131924,s0m,06/12/2018,14:23:31.827,,
131930,s0m,06/12/2018,14:23:31.827,3.58,3.19
131933,s0m,06/12/2018,14:23:31.827,,
131935,s0m,06/12/2018,14:23:31.827,,
131940,s0m,06/12/2018,14:23:31.827,3.63,3.29
131944,s0m,06/12/2018,14:23:31.827,,
131945,s0m,06/12/2018,14:23:31.827,,
131950,s0m,06/12/2018,14:23:31.827,3.6,3.23
131954,s0m,06/12/2018,14:23:31.827,,
131956,s0m,06/12/2018,14:23:31.827,,
131960,s0m,06/12/2018,14:23:31.827,3.63,3.32
131964,s0m,06/12/2018,14:23:31.827,,
131967,s0m,06/12/2018,14:23:31.827,,
131970,s0m,06/12/2018,14:23:31.827,3.6,3.27
131974,s0m,06/12/2018,14:23:31.827,,
131977,s0m,06/12/2018,14:23:31.827,,
131980,s0m,06/12/2018,14:23:31.827,3.65,3.37
131984,s0m,06/12/2018,14:23:31.827,,
131988,s0m,06/12/2018,14:23:31.827,,
131990,s0m,06/12/2018,14:23:31.827,3.6,3.34
131994,s0m,06/12/2018,14:23:31.827,,
131999,s0m,06/12/2018,14:23:31.827,,
132000,s0m,06/12/2018,14:23:31.827,3.65,3.39
132004,s0m,06/12/2018,14:23:31.827,,
132009,s0m,06/12/2018,14:23:31.827,,
132010,s0m,06/12/2018,14:23:31.827,3.62,3.39
132014,s0m,06/12/2018,14:23:31.827,,
132020,s0m,06/12/2018,14:23:31.827,,
132020,s0m,06/12/2018,14:23:31.827,3.66,3.43
132024,s0m,06/12/2018,14:23:31.827,,
132030,s0m,06/12/2018,14:23:31.827,3.63,3.44
132031,s0m,06/12/2018,14:23:31.827,,
132034,s0m,06/12/2018,14:23:31.827,,
132040,s0m,06/12/2018,14:23:31.827,3.67,3.45
132041,s0m,06/12/2018,14:23:31.827,,
132044,s0m,06/12/2018,14:23:31.827,,
132050,s0m,06/12/2018,14:23:31.827,3.64,3.47
132052,s0m,06/12/2018,14:23:31.827,,
132054,s0m,06/12/2018,14:23:31.827,,
132060,s0m,06/12/2018,14:23:31.827,3.68,3.47
132063,s0m,06/12/2018,14:23:31.827,,
132064,s0m,06/12/2018,14:23:31.827,,
132070,s0m,06/12/2018,14:23:31.827,3.65,3.49
132073,s0m,06/12/2018,14:23:31.827,,
132074,s0m,06/12/2018,14:23:31.827,,
132080,s0m,06/12/2018,14:23:31.827,3.69,3.49
132084,s0m,06/12/2018,14:23:31.827,,
132084,s0m,06/12/2018,14:23:31.827,,
132090,s0m,06/12/2018,14:23:31.827,3.66,3.51
132094,s0m,06/12/2018,14:23:31.827,,
132095,s0m,06/12/2018,14:23:31.827,,
132100,s0m,06/12/2018,14:23:31.827,3.7,3.5
132104,s0m,06/12/2018,14:23:31.827,,
132106,s0m,06/12/2018,14:23:31.827,,
132110,s0m,06/12/2018,14:23:31.827,3.67,3.52
132114,s0m,06/12/2018,14:23:31.827,,
132116,s0m,06/12/2018,14:23:31.827,,
132120,s0m,06/12/2018,14:23:31.827,3.71,3.51
132124,s0m,06/12/2018,14:23:31.827,,
132127,s0m,06/12/2018,14:23:31.827,,
132130,s0m,06/12/2018,14:23:31.827,3.67,3.52
132134,s0m,06/12/2018,14:23:31.827,,
132138,s0m,06/12/2018,14:23:31.827,,
132140,s0m,06/12/2018,14:23:31.827,3.72,3.51
132144,s0m,06/12/2018,14:23:31.827,,
132148,s0m,06/12/2018,14:23:31.827,,
132150,s0m,06/12/2018,14:23:31.827,3.68,3.53
132154,s0m,06/12/2018,14:23:31.827,,
132159,s0m,06/12/2018,14:23:31.827,,
132160,s0m,06/12/2018,14:23:31.827,3.72,3.52
132164,s0m,06/12/2018,14:23:31.827,,
132170,s0m,06/12/2018,14:23:31.827,,
132170,s0m,06/12/2018,14:23:31.827,3.69,3.53
132173,s0m,06/12/2018,14:23:31.827,,
132180,s0m,06/12/2018,14:23:31.827,3.73,3.52
132181,s0m,06/12/2018,14:23:31.827,,
132183,s0m,06/12/2018,14:23:31.827,,
132190,s0m,06/12/2018,14:23:31.827,3.69,3.54
