subject	duration	card_class	show_order	fix_freq	sacc_freq	sr_fix_freq	sr_sacc_freq	pupil_diam_right_mean	pupil_diam_right_std	pupil_diam_right_min	pupil_diam_right_max	pupil_diam_left_mean	pupil_diam_left_std	pupil_diam_left_min	pupil_diam_left_max	sr_pupil_diam_right_mean	sr_pupil_diam_right_std	sr_pupil_diam_right_min	sr_pupil_diam_right_max	sr_pupil_diam_left_mean	sr_pupil_diam_left_std	sr_pupil_diam_left_min	sr_pupil_diam_left_max	label
7	4290	pig	6	215.85081585081585	17.24941724941725	617.3333333333334	49.333333333333336	3.722724637681179	0.061181174919054025	3.48	3.89	3.9525872093023264	0.12201655223613962	3.64	4.84	3.6787919463087255	0.037124930642902815	3.48	3.74	3.872617449664428	0.0523939852793414	3.64	4.01	0
7	4154	hedge	5	229.4174289841117	18.53635050553683	635.3333333333334	51.333333333333336	3.6048717948717948	0.049930501149647484	3.48	3.72	3.8641310541310427	0.10155800554377024	3.61	4.61	3.6010000000000004	0.04210485473132895	3.53	3.7	3.8014	0.05054109896474112	3.61	3.94	0
7	4081	aliens	4	218.57387895123742	13.232050967900022	594.6666666666666	36.0	3.7817901234567852	0.09501444779163214	3.5	4.2	4.030555555555558	0.16203714744373526	3.61	4.34	3.7123448275862083	0.08765473455793163	3.5	4.2	3.879931034482757	0.08803011283807106	3.61	4.03	1
8	2113	unicorn	5	167.06105063890203	15.144344533838145	235.33333333333334	21.333333333333332	3.478962962962963	0.07492557575089492	3.01	3.56	3.380522388059704	0.07884807094659113	3.29	3.91	3.4922399999999993	0.05109863958797662	3.13	3.56	3.369047619047622	0.052709446158024795	3.29	3.65	0
8	4320	pepper	4	228.24074074074073	10.87962962962963	657.3333333333334	31.333333333333332	3.473636363636375	0.05529886308021399	3.2	3.61	3.322793296089374	0.04510823286295452	3.11	3.62	3.468599999999999	0.03225381721335033	3.42	3.55	3.3167333333333335	0.036646262372325225	3.24	3.39	0
8	3523	minion	6	167.75475447062163	29.236446210615952	394.0	68.66666666666667	3.6745267489711937	0.07082222465212738	3.4	3.81	3.497656903765696	0.09852031028306915	3.07	3.96	3.658556701030928	0.06482331259408228	3.56	3.78	3.4636082474226795	0.030488575968792148	3.38	3.56	0
8	4010	pig	3	214.9625935162095	15.46134663341646	574.6666666666666	41.333333333333336	3.432056962025319	0.09425333937385119	3.08	3.6	3.319182389937111	0.09121312480590135	3.0	3.51	3.345639097744361	0.06467111883446111	3.08	3.48	3.2377611940298534	0.06510421710056774	3.0	3.4	0
8	3727	hedge	2	205.52723370002684	28.172793131204724	510.6666666666667	70.0	3.43430868167202	0.09970644601026737	3.22	3.66	3.2979807692307714	0.10727894170417801	3.07	3.61	3.353800000000001	0.07197753191566898	3.22	3.55	3.2096000000000005	0.0729427466942534	3.07	3.35	0
8	3182	aliens	1	214.95914519170333	20.427404148334382	456.0	43.333333333333336	3.4600772200772267	0.10366161511406252	3.29	4.24	3.3259230769230794	0.08454005610964	3.04	3.71	3.4268243243243246	0.08760639527304862	3.29	3.58	3.2923648648648647	0.07519011266675127	3.15	3.44	1
10	4401	unicorn	6	231.99272892524428	21.131561008861624	680.6666666666666	62.0	3.666492146596857	0.11576403138187712	3.38	4.29	3.6165454545454576	0.09193387363323767	3.32	3.86	3.7571999999999988	0.05387183398255797	3.63	3.88	3.6739333333333306	0.06065522177365797	3.57	3.86	0
10	3815	pepper	4	205.76671035386633	30.668414154652687	523.3333333333334	78.0	3.5899999999999976	0.11246933203923051	3.4	3.85	3.5573770491803285	0.1270943189874968	3.31	4.12	3.639565217391302	0.12058779135416249	3.45	3.85	3.6053731343283584	0.1452540254326462	3.37	4.12	0
10	6304	minion	5	194.16243654822335	20.621827411167512	816.0	86.66666666666667	3.797965367965364	0.16820145605060396	3.37	4.3	3.7508649789029533	0.14672856358375702	3.27	4.0	3.9628000000000005	0.11183112868196349	3.8	4.3	3.8414666666666655	0.0642602371304576	3.66	3.95	1
10	3743	pig	2	199.57253539941223	34.99866417312317	498.0	87.33333333333333	3.7036120401337835	0.1239817452012163	3.37	3.97	3.5911073825503346	0.12164050588758324	3.32	3.96	3.780933333333331	0.12105989790773733	3.38	3.97	3.616733333333337	0.09791447210639868	3.39	3.9	0
10	6275	hedge	3	220.39840637450197	31.553784860557766	922.0	132.0	3.6849267399267407	0.09695215002131763	3.03	3.88	3.550947176684884	0.1510009635738329	3.22	4.03	3.6748000000000003	0.08301144095158847	3.42	3.87	3.592933333333335	0.18797239075673036	3.25	4.03	0
10	8317	aliens	1	231.6941204761332	26.692316941204762	1284.6666666666667	148.0	3.696603001364255	0.1739906154172537	3.32	4.15	3.6748641304347798	0.20914658600970487	3.23	4.27	3.9249668874172197	0.1007165936158515	3.63	4.15	3.8698675496688764	0.19878962667425382	3.5	4.27	0
11	7009	unicorn	6	248.10957340562132	26.537309173919244	1159.3333333333333	124.0	4.183808095952025	0.13036289978388343	3.63	4.45	4.155537065052957	0.12077109792411939	3.19	4.42	4.0158904109589	0.05664981642088174	3.9	4.16	4.033082191780823	0.1040925653610229	3.19	4.19	0
11	4889	pepper	2	264.0621804049908	22.704029453876046	860.6666666666666	74.0	4.2489026915114	0.22708836466491342	3.74	7.65	4.239297520661163	0.13168411570589622	3.9	4.54	4.1872666666666625	0.03166300461575845	4.12	4.25	4.21786666666667	0.058166466349661154	4.03	4.34	0
11	5939	minion	5	266.03805354436776	25.93029129483078	1053.3333333333333	102.66666666666667	3.9591062394603704	0.16256197522393143	3.54	4.33	3.904047217537947	0.15535968879304937	3.53	4.24	3.828600000000002	0.04915432484539595	3.54	3.92	3.7739999999999965	0.08650561528889358	3.59	3.98	0
11	6386	pig	3	261.50955214531785	24.898214844973378	1113.3333333333333	106.0	4.072072784810128	0.16664768083466808	3.78	4.6	4.027614533965236	0.1701809254392699	3.78	4.45	4.002866666666668	0.09537869886336259	3.78	4.13	4.004533333333332	0.1000643193598425	3.79	4.18	1
11	6453	hedge	4	274.1360607469394	19.68076863474353	1179.3333333333333	84.66666666666667	4.014179566563471	0.12820837671890684	3.72	4.38	3.9884365325077424	0.14037116301966318	3.73	4.47	3.894172185430466	0.05727544693140384	3.72	4.01	3.9210596026490077	0.055282936702998366	3.73	4.1	0
11	4808	aliens	1	252.49584026622298	33.277870216306155	809.3333333333334	106.66666666666667	4.432972972972979	0.1828982449834282	3.94	4.84	4.379812889812894	0.1330341682307216	4.08	4.7	4.277933333333332	0.1336342633125809	3.94	4.44	4.334066666666666	0.10345765055622023	4.08	4.46	0
12	1573	unicorn	1	209.1544818817546	22.88620470438652	219.33333333333334	24.0	3.698387096774193	0.22702525591665582	3.36	4.03	3.7196774193548414	0.210585461414457	3.34	4.02	3.717094017094016	0.21987480696923506	3.36	4.03	3.735384615384618	0.20622860792525952	3.34	4.02	0
12	1483	pepper	3	124.74713418745785	2.0229265003371544	123.33333333333333	2.0	3.5306250000000006	0.06002314368456365	3.42	3.64	3.4048437500000004	0.04594655927840313	3.31	3.5	3.5306250000000006	0.06002314368456365	3.42	3.64	3.4048437500000004	0.04594655927840313	3.31	3.5	0
12	1283	minion	6	165.23772408417773	3.8971161340607954	141.33333333333334	3.3333333333333335	3.600540540540542	0.056323232800758814	3.43	3.72	3.4677027027027023	0.06972641835956343	3.29	3.59	3.600540540540542	0.056323232800758814	3.43	3.72	3.4677027027027023	0.06972641835956343	3.29	3.59	0
12	2011	pig	5	167.0810542018896	4.475385380407757	224.0	6.0	3.536923076923076	0.06729325347213286	3.4	3.66	3.4440170940170924	0.0846805338240368	3.27	3.56	3.536923076923076	0.06729325347213286	3.4	3.66	3.4440170940170924	0.0846805338240368	3.27	3.56	1
12	1896	hedge	4	141.8776371308017	14.240506329113925	179.33333333333334	18.0	3.473861386138616	0.08003712010098439	3.34	3.61	3.3878217821782175	0.09650496319253263	3.2	3.52	3.473861386138616	0.08003712010098439	3.34	3.61	3.3878217821782175	0.09650496319253263	3.2	3.52	0
