subject	duration	card_class	show_order	fix_freq	sacc_freq	sr_fix_freq	sr_sacc_freq	pupil_diam_right_mean	pupil_diam_right_std	pupil_diam_right_min	pupil_diam_right_max	pupil_diam_left_mean	pupil_diam_left_std	pupil_diam_left_min	pupil_diam_left_max	sr_pupil_diam_right_mean	sr_pupil_diam_right_std	sr_pupil_diam_right_min	sr_pupil_diam_right_max	sr_pupil_diam_left_mean	sr_pupil_diam_left_std	sr_pupil_diam_left_min	sr_pupil_diam_left_max	label
8	4010	pig	3	214.9625935162095	15.46134663341646	574.6666666666666	41.333333333333336	3.432056962025319	0.09425333937385119	3.08	3.6	3.319182389937111	0.09121312480590135	3.0	3.51	3.487317073170731	0.04991471196290978	3.31	3.55	3.3855421686746987	0.04773537349853225	3.23	3.47	0
8	3727	hedge	2	205.52723370002684	28.172793131204724	510.6666666666667	70.0	3.43430868167202	0.09970644601026737	3.22	3.66	3.2979807692307714	0.10727894170417801	3.07	3.61	3.4870454545454534	0.05112884537788889	3.36	3.66	3.390112359550563	0.06798218988058687	3.28	3.61	0
8	3182	aliens	1	214.95914519170333	20.427404148334382	456.0	43.333333333333336	3.4600772200772267	0.10366161511406252	3.29	4.24	3.3259230769230794	0.08454005610964	3.04	3.71	3.5064516129032275	0.11695079940327864	3.32	4.24	3.374893617021276	0.08046564325080446	3.04	3.71	1
10	4401	unicorn	6	231.99272892524428	21.131561008861624	680.6666666666666	62.0	3.666492146596857	0.11576403138187712	3.38	4.29	3.6165454545454576	0.09193387363323767	3.32	3.86	3.647692307692307	0.14736256816344673	3.45	4.29	3.5377659574468088	0.0891917621843327	3.32	3.74	0
10	3815	pepper	4	205.76671035386633	30.668414154652687	523.3333333333334	78.0	3.5899999999999976	0.11246933203923051	3.4	3.85	3.5573770491803285	0.1270943189874968	3.31	4.12	3.565108695652176	0.11060765791521295	3.4	3.79	3.5051086956521744	0.11167549698502088	3.31	3.74	0
10	6304	minion	5	194.16243654822335	20.621827411167512	0.0	816.0	3.797965367965364	0.16820145605060396	3.37	4.3	3.7508649789029533	0.14672856358375702	3.27	4.0	3.84		3.84	3.84	3.6330769230769233	0.10499084209147444	3.5	3.84	1
10	3743	pig	2	199.57253539941223	34.99866417312317	498.0	87.33333333333333	3.7036120401337835	0.1239817452012163	3.37	3.97	3.5911073825503346	0.12164050588758324	3.32	3.96	3.6129333333333338	0.077908007660687	3.37	3.78	3.534864864864864	0.14909079005799947	3.34	3.82	0
10	6275	hedge	3	220.39840637450197	31.553784860557766	922.0	132.0	3.6849267399267407	0.09695215002131763	3.03	3.88	3.550947176684884	0.1510009635738329	3.22	4.03	3.641176470588236	0.08919496789011569	3.4	3.88	3.4741379310344813	0.051727185154826424	3.35	3.58	0
10	8317	aliens	1	231.6941204761332	26.692316941204762	1284.6666666666667	148.0	3.696603001364255	0.1739906154172537	3.32	4.15	3.6748641304347798	0.20914658600970487	3.23	4.27	3.6069999999999998	0.10969810148488332	3.35	3.78	3.469056603773585	0.10050381069972875	3.25	3.77	0
11	7009	unicorn	6	248.10957340562132	26.537309173919244	1159.3333333333333	124.0	4.183808095952025	0.13036289978388343	3.63	4.45	4.155537065052957	0.12077109792411939	3.19	4.42	4.1978358208955235	0.11138473552834591	3.63	4.39	4.1067938931297725	0.06255172844654278	3.82	4.25	0
11	4889	pepper	2	264.0621804049908	22.704029453876046	860.6666666666666	74.0	4.2489026915114	0.22708836466491342	3.74	7.65	4.239297520661163	0.13168411570589622	3.9	4.54	4.159400000000002	0.06737882486559449	4.01	4.3	4.096466666666672	0.048977966100185955	3.9	4.21	0
11	5939	minion	5	266.03805354436776	25.93029129483078	1053.3333333333333	102.66666666666667	3.9591062394603704	0.16256197522393143	3.54	4.33	3.904047217537947	0.15535968879304937	3.53	4.24	4.044093959731541	0.058736855031098704	3.92	4.18	3.94187919463087	0.07827851460008457	3.78	4.11	0
11	6386	pig	3	261.50955214531785	24.898214844973378	1113.3333333333333	106.0	4.072072784810128	0.16664768083466808	3.78	4.6	4.027614533965236	0.1701809254392699	3.78	4.45	4.041744966442956	0.08977247173033165	3.92	4.25	3.978133333333332	0.13192628950022636	3.8	4.29	1
11	6453	hedge	4	274.1360607469394	19.68076863474353	1179.3333333333333	84.66666666666667	4.014179566563471	0.12820837671890684	3.72	4.38	3.9884365325077424	0.14037116301966318	3.73	4.47	4.013066666666668	0.04539087018549947	3.93	4.25	3.9336666666666655	0.0614960757919366	3.76	4.05	0
11	4808	aliens	1	252.49584026622298	33.277870216306155	809.3333333333334	106.66666666666667	4.432972972972979	0.1828982449834282	3.94	4.84	4.379812889812894	0.1330341682307216	4.08	4.7	4.434333333333331	0.12760791809533767	4.26	4.78	4.312999999999999	0.1291258685658528	4.14	4.64	0
12	1573	unicorn	1	209.1544818817546	22.88620470438652	219.33333333333334	24.0	3.698387096774193	0.22702525591665582	3.36	4.03	3.7196774193548414	0.210585461414457	3.34	4.02	3.683247863247863	0.22483645036670188	3.36	4.03	3.706153846153849	0.2091231535930449	3.34	4.02	0
12	1483	pepper	3	124.74713418745785	2.0229265003371544	123.33333333333333	2.0	3.5306250000000006	0.06002314368456365	3.42	3.64	3.4048437500000004	0.04594655927840313	3.31	3.5	3.5306250000000006	0.06002314368456365	3.42	3.64	3.4048437500000004	0.04594655927840313	3.31	3.5	0
12	1283	minion	6	165.23772408417773	3.8971161340607954	141.33333333333334	3.3333333333333335	3.600540540540542	0.056323232800758814	3.43	3.72	3.4677027027027023	0.06972641835956343	3.29	3.59	3.600540540540542	0.056323232800758814	3.43	3.72	3.4677027027027023	0.06972641835956343	3.29	3.59	0
12	2011	pig	5	167.0810542018896	4.475385380407757	224.0	0.0	3.536923076923076	0.06729325347213286	3.4	3.66	3.4440170940170924	0.0846805338240368	3.27	3.56	3.503333333333333	0.06844050382706544	3.4	3.63	3.411212121212121	0.09513577587225452	3.27	3.56	1
12	1896	hedge	4	141.8776371308017	14.240506329113925	179.33333333333334	0.0	3.473861386138616	0.08003712010098439	3.34	3.61	3.3878217821782175	0.09650496319253263	3.2	3.52	3.461612903225808	0.08913415103066663	3.34	3.61	3.3554838709677406	0.09922118724287028	3.2	3.52	0
12	1585	aliens	2	144.4794952681388	6.94006309148265	152.66666666666666	7.333333333333333	3.601097560975608	0.14784047206080914	3.35	3.78	3.532560975609755	0.1202447193533661	3.32	3.69	3.5816438356164375	0.14515330687309472	3.35	3.78	3.5176712328767112	0.11905321578494499	3.32	3.69	0
13	2715	unicorn	6	170.1657458563536	6.629834254143646	308.0	0.0	3.084390243902438	0.08503478264841306	2.65	3.2	3.60914634146342	0.13128623923435348	3.35	3.76	2.9845238095238096	0.09653010097834591	2.65	3.07	3.4092857142857147	0.03226361366230577	3.35	3.49	1
13	3029	pepper	3	188.51105975569496	1.9808517662594916	380.6666666666667	0.0	3.0669035532994937	0.06881694023145647	2.63	3.14	3.666040609137062	0.08407090287270116	3.37	3.75	2.982954545454545	0.10068554653565692	2.63	3.09	3.542954545454545	0.09143760219481599	3.37	3.65	0
13	2644	minion	4	169.44024205748863	7.94251134644478	298.6666666666667	0.0	3.049250000000001	0.1386845205003611	2.7	3.24	3.5419999999999994	0.2143816616582349	3.06	3.79	2.866666666666667	0.10822955402123935	2.7	3.04	3.2402222222222212	0.12351828883516675	3.06	3.45	0
13	3282	pig	5	180.9872029250457	7.007921998781231	396.0	0.0	3.181527777777777	0.10926809005320802	2.83	3.34	3.7550943396226435	0.17255671659411545	3.41	4.03	3.039782608695652	0.04008264409302263	2.98	3.13	3.4786956521739114	0.03310647440219194	3.41	3.54	0
13	3859	hedge	1	253.69266649391034	15.029800466442083	652.6666666666666	38.666666666666664	3.2016997167138888	0.09993435586861038	2.9	3.45	3.8861473087818625	0.20094492927693353	3.36	4.37	3.1127350427350433	0.11904522417699759	2.9	3.45	3.6722222222222203	0.2048889990109492	3.36	4.37	0
13	3305	aliens	2	188.19969742813916	10.59001512859304	414.6666666666667	23.333333333333332	3.1879464285714363	0.13862643541927047	2.79	3.36	3.809955357142852	0.17748491445490414	3.45	4.07	2.9404651162790696	0.0704054072724563	2.79	3.08	3.5341860465116297	0.048217392541712506	3.45	3.62	0
14	5035	unicorn	4	156.30585898709037	16.881827209533267	524.6666666666666	56.666666666666664	3.9958223684210497	0.10314516682131308	3.27	4.2	4.256490066225165	0.14079602208353445	3.87	4.65	3.9239062500000004	0.06280777394760918	3.84	4.12	4.144531249999999	0.07230731784740549	4.0	4.28	0
14	4544	pepper	2	107.83450704225353	6.82218309859155	0.0	0.0	4.0011764705882324	0.12618771595699801	3.77	5.37	4.213459459459457	0.13630580121681696	3.39	4.43									0
14	6033	minion	6	152.99187800430963	12.59738107077739	0.0	0.0	4.334809384164229	0.11661036945580631	4.05	4.56	4.395190615835777	0.12736137342652296	4.03	4.74									0
14	6108	pig	3	156.35232481990832	9.986902423051736	0.0	0.0	3.926599999999998	0.14686849662490462	3.65	4.37	4.012428571428574	0.2176327162476599	3.64	4.63									0
14	3882	hedge	1	117.98042246264812	26.275115919629055	305.3333333333333	68.0	4.245183246073296	0.19981792483721184	3.63	4.61	4.324840425531914	0.3799246703604296	3.82	7.8	4.2940000000000005	0.08845805551902497	4.02	4.43	4.558148148148147	0.7402756089511373	4.13	7.8	0
14	4564	aliens	5	108.8957055214724	16.432953549517965	0.0	0.0	4.17271794871795	0.168905809889202	3.9	4.5	4.337076923076922	0.12635724690793892	4.12	4.65									1
15	7337	unicorn	3	267.13915769388035	5.042933078915088	1306.6666666666667	24.666666666666668	3.6605635838150414	0.10214543845267474	3.13	3.81	3.7467103347889297	0.14713277831849256	3.29	6.32	3.47712962962963	0.07394176700805002	3.13	3.62	3.5671844660194156	0.2844789439664231	3.29	6.32	0
15	6986	pepper	4	283.99656455768684	6.012024048096192	1322.6666666666667	28.0	3.5456976744186073	0.13402657363373394	3.29	3.92	3.6354730713245833	0.13223367674326808	3.43	3.96	3.740212765957445	0.09433578388703064	3.31	3.92	3.850500000000001	0.0728981254261554	3.64	3.96	0
15	8300	minion	5	279.7590361445783	9.518072289156626	1548.0	52.666666666666664	3.480886998784939	0.11955133323577508	3.23	3.75	3.629268292682909	0.09787710626672307	3.4	3.85	3.597094594594594	0.050886740696826895	3.48	3.71	3.757297297297297	0.04850968897672394	3.62	3.84	0
15	9537	pig	1	277.6554472056202	13.631120897556883	1765.3333333333333	86.66666666666667	3.51022035676809	0.15410985156657786	3.15	3.97	3.645284810126578	0.1425778029188987	3.2	5.35	3.5168666666666657	0.07396840125883127	3.4	3.73	3.6458	0.04808088822058655	3.56	3.74	1
15	5918	hedge	2	248.3947279486313	13.856032443393039	980.0	54.666666666666664	3.4229499072356293	0.10174873972800218	2.95	3.68	3.5297363465159934	0.08364528754967834	3.31	3.69	3.4158762886597924	0.11234018813147778	2.95	3.68	3.48808988764045	0.07463359596440557	3.38	3.63	0
15	9246	aliens	6	257.73307376162666	19.035258490157904	1588.6666666666667	117.33333333333333	3.4564302059496543	0.12144067531246282	3.25	5.06	3.535057603686629	0.1161179903436515	2.73	3.9	3.4366346153846155	0.05109691110157718	3.31	3.66	3.523076923076923	0.17118704312572827	3.21	3.9	0
16	3789	unicorn	3	141.9899709685933	10.556875164951174	0.0	358.6666666666667	4.8759562841530055	0.16304128194075837	4.1	5.3	5.056599999999997	0.12886610245448227	4.31	5.23	4.3062499999999995	0.20170257452850865	4.1	4.72					0
16	4270	pepper	6	140.74941451990634	8.899297423887589	0.0	400.6666666666667	4.872937062937067	0.1125806888590977	4.43	5.14	5.048828451882845	0.11598087292553064	4.65	5.39	4.901000000000001	0.11570556502510058	4.75	5.08	4.9331249999999995	0.1567468766302325	4.65	5.16	0
16	3190	minion	2	141.69278996865205	10.031347962382446	0.0	0.0	5.0065833333333325	0.1747531071523014	4.68	5.41	5.365988023952088	0.1399787414162644	5.05	5.69									0
16	3958	pig	4	140.98029307731176	18.191005558362807	372.0	48.0	4.705450450450451	0.1325848990356174	4.24	5.04	4.921238938053102	0.16697908182158142	4.2	5.18	4.501176470588236	0.08084571362641739	4.28	4.6	4.461052631578948	0.12542792250009585	4.2	4.66	1
16	3585	hedge	1	157.8800557880056	26.778242677824267	377.3333333333333	64.0	5.0768127490039925	0.11100360713424018	4.54	5.3	5.322936507936511	0.1269505500887514	4.78	5.73	4.95962962962963	0.11288603307766272	4.54	5.14	5.248000000000001	0.12924854035997924	4.78	5.54	0
16	3183	aliens	5	177.8196669808357	23.876845743009742	377.3333333333333	50.666666666666664	4.782210526315788	0.1096142069081514	4.45	5.0	5.0363677130044815	0.10556492915817037	4.74	5.21	4.761964285714285	0.10289305379606782	4.45	4.92	5.021355932203391	0.10247720734166722	4.75	5.21	0
18	1989	unicorn	3	225.2388134741076	31.171442936148818	298.6666666666667	41.333333333333336	3.3743820224719094	0.09561522532212446	3.15	4.06	3.5068361581920904	0.1424347587611199	3.24	5.16	3.3848837209302314	0.10909511531707777	3.15	4.06	3.5113281249999995	0.16637577756463293	3.24	5.16	1
18	3795	pepper	1	248.7483530961792	10.013175230566535	629.3333333333334	25.333333333333332	3.44644314868805	0.13640604848235818	3.11	5.19	3.511449704142005	0.08972740856938255	3.02	3.65	3.4488495575221245	0.20245260561949766	3.11	5.19	3.518981481481482	0.10052144249623071	3.02	3.65	0
18	2446	minion	4	251.43090760425181	11.856091578086671	410.0	19.333333333333332	3.3287782805429815	0.06913656234868547	3.19	3.53	3.443944954128443	0.057976927694805974	3.24	3.78	3.343203125000001	0.08078291697628193	3.19	3.53	3.4268800000000015	0.06458822423381391	3.24	3.78	0
18	1548	pig	6	226.74418604651163	24.54780361757106	234.0	25.333333333333332	3.4336641221374036	0.08723272239660658	3.16	3.77	3.5023076923076926	0.08684422891251019	3.25	3.75	3.4313385826771645	0.08756278658654403	3.16	3.77	3.501587301587302	0.08807644587209629	3.25	3.75	0
18	8109	hedge	2	265.1375015414971	14.551732642742632	1433.3333333333333	78.66666666666667	3.4161627906976615	0.12724620118445915	2.97	3.68	3.5311833550065055	0.13628928689586534	3.16	3.82	3.448214285714284	0.1818856778156272	3.06	3.68	3.5674264705882353	0.1415836165638625	3.23	3.82	0
18	3049	aliens	5	249.2620531321745	25.58215808461791	506.6666666666667	52.0	3.438083623693383	0.23933215641554567	2.49	6.35	3.4942348754448385	0.14020725091068156	3.16	3.75	3.319338235294117	0.13977337321738523	2.49	3.5	3.3946969696969713	0.12167055628029459	3.16	3.61	0
20	3433	unicorn	5	208.5639382464317	16.31226332653656	477.3333333333333	37.333333333333336	3.602342007434941	0.14594550883698518	3.11	5.33	3.3862452107279695	0.0817340976420445	2.86	3.57	3.6288666666666685	0.06991400918334958	3.54	3.8	3.403400000000001	0.06178366674542773	3.29	3.57	0
20	5869	pepper	6	156.58544896916	13.460555460896234	612.6666666666666	52.666666666666664	3.5873595505618066	0.0960914760407225	3.33	4.19	3.3500283286118973	0.12976048430134254	2.57	3.67	3.5390082644628134	0.06350072123839337	3.44	3.67	3.333801652892562	0.14468503837846716	2.62	3.48	0
20	5479	minion	1	133.96605219930643	20.259171381638986	489.3333333333333	74.0	3.279602649006622	0.19556335114713155	2.83	3.79	3.110676156583627	0.16670088193109237	2.47	4.75	3.0734848484848496	0.0502453189321361	2.83	3.12	2.9810606060606077	0.2447235727093469	2.83	4.75	0
20	5328	pig	4	106.6066066066066	14.639639639639638	378.6666666666667	52.0	3.2669642857142875	0.1544596274037195	2.79	3.97	3.0918750000000004	0.1370609582559049	2.78	3.65	3.3538405797101443	0.13189977650472823	3.1	3.97	3.1563043478260853	0.12506976789885038	2.88	3.65	0
20	6489	hedge	3	181.38388041300664	25.735860687316997	784.6666666666666	111.33333333333333	3.2784143763213596	0.17600023342531348	2.44	3.69	3.1141561181434536	0.11469522484864461	2.54	3.53	3.2835761589403956	0.03710066254324715	3.22	3.37	3.1154304635761574	0.036235067716927645	3.04	3.19	0
20	5109	aliens	2	120.37580739870816	20.356234096692113	410.0	69.33333333333333	3.5048207171314747	0.12027746143431722	3.2	4.5	3.227716535433072	0.156809539197098	2.63	3.89	3.513533333333332	0.055042834652045625	3.38	3.63	3.241999999999997	0.06067849037864133	3.11	3.51	1
21	3123	unicorn	5	286.90361831572204	6.404098623118796	597.3333333333334	13.333333333333334	4.395064102564104	0.12974125521707167	4.02	4.73	4.1906730769230895	0.08526408104935045	4.04	4.46	4.4933999999999985	0.08320614006770438	4.24	4.73	4.230266666666669	0.08773011288568547	4.11	4.46	0
21	3548	pepper	4	280.7215332581736	10.992108229988727	664.0	26.0	4.470538243626053	0.09763099786183331	4.27	4.66	4.203824362606236	0.08254711310548629	3.75	4.53	4.454733333333337	0.07766471274822298	4.27	4.64	4.196933333333334	0.09488917355141575	3.75	4.53	0
21	4174	minion	3	254.91135601341637	28.749401054144702	709.3333333333334	80.0	4.454521531100483	0.16727864364357115	4.09	4.96	4.2574162679425935	0.11706451079109242	4.01	4.52	4.461733333333337	0.13470199106995526	4.18	4.74	4.206666666666664	0.10972611826307711	4.01	4.52	1
21	5025	pig	2	243.58208955223878	18.109452736318406	816.0	60.666666666666664	4.380221238938055	0.11441723425556236	4.06	4.62	4.122278761061956	0.12486935857034683	3.29	4.37	4.454132231404959	0.07756362357754652	4.33	4.62	4.1800826446281	0.09932686668913396	3.95	4.37	0
21	7871	hedge	1	199.33934696988945	18.295006987676278	1046.0	96.0	4.2479357021996575	0.2222850573165978	3.93	6.13	3.982559322033885	0.2085809253436102	3.14	6.05	4.447857142857142	0.43010228910583204	3.99	6.13	4.101951219512196	0.42015603953885455	3.14	6.05	0
21	2385	aliens	6	178.19706498951783	31.865828092243188	283.3333333333333	50.666666666666664	4.460404624277461	0.0814573535269101	4.21	4.89	4.268497109826587	0.05056708924640754	4.18	4.52	4.503333333333331	0.07849711939179031	4.38	4.89	4.258777777777778	0.05515713564883298	4.18	4.52	0
22	4689	unicorn	6	121.34783535935168	4.905097035615269	0.0	0.0	3.639077669902915	0.1726454813501985	2.65	3.77	3.6968292682926864	0.11192257093306046	3.31	4.01									0
22	5509	pepper	3	144.1277908876384	8.531493919041568	0.0	0.0	3.665067567567568	0.09487902464429651	3.51	3.99	3.7130872483221444	0.23884937233564188	3.3	6.06									0
22	6363	minion	1	131.38456702813139	18.387553041018386	0.0	0.0	3.8924545454545325	0.10588621262878724	3.49	4.17	3.909846153846153	0.16260317055065196	3.25	5.43									0
22	4940	pig	4	126.51821862348177	12.14574898785425	0.0	0.0	3.6491701244813313	0.08126689631742912	3.43	3.85	3.732190082644628	0.15127863408113434	3.19	5.44									1
22	5560	hedge	2	144.7841726618705	11.69064748201439	0.0	0.0	3.626258503401359	0.18911401434670555	3.31	3.99	3.684763513513513	0.18883391901167623	3.36	4.55									0
22	5675	aliens	5	123.52422907488987	23.964757709251103	0.0	0.0	3.7441059602649007	0.18835984337322656	3.31	4.04	3.792335526315787	0.23225002017013696	3.41	4.32									0
25	4646	unicorn	1	208.7817477399914	1.9371502367628068	646.6666666666666	6.0	3.355470588235288	0.07578935071016826	3.24	3.61	3.185906432748548	0.0696591830032497	2.87	3.37	3.47962962962963	0.05598636382614012	3.39	3.61	3.2124137931034475	0.060807375751736	3.05	3.37	1
25	2706	pepper	6	164.8189209164819	2.2172949002217295	297.3333333333333	4.0	3.4728235294117606	0.14461220753225226	3.31	3.81	3.3418128654970762	0.12837761422267274	2.94	3.64	3.655510204081632	0.10263327158078003	3.51	3.81	3.4496000000000016	0.16133322089162322	2.94	3.64	0
25	2379	minion	3	122.3203026481715	5.884825556956704	194.0	9.333333333333334	3.5129523809523806	0.05232891187780436	3.4	3.6	3.3562727272727266	0.10865194907761806	3.01	3.48	3.501176470588235	0.026429706993546204	3.44	3.54	3.36	0.1164555913724402	3.01	3.48	0
