subject	source	duration	card_class	show_order	fix_freq	sacc_freq	pd_right_mean	pd_right_std	pd_right_min	pd_right_max	pd_left_mean	pd_left_std	pd_left_min	pd_left_max	sre_fix_freq	sre_sacc_freq	sre_pd_right_mean	sre_pd_right_std	sre_pd_right_min	sre_pd_right_max	sre_pd_left_mean	sre_pd_left_std	sre_pd_left_min	sre_pd_left_max	srl_fix_freq	srl_sacc_freq	srl_pd_right_mean	srl_pd_right_std	srl_pd_right_min	srl_pd_right_max	srl_pd_left_mean	srl_pd_left_std	srl_pd_left_min	srl_pd_left_max	label
5	frontiers	2448	hedge	3	0.4084967320261438	0.8169934640522876	3.106734693877552	0.07394307521029143	2.97	3.25	3.0420408163265305	0.08536107884024209	2.83	3.14	0.0	1.0	3.07375	0.09956153875869941	3.0	3.25	2.95	0.1080123449734643	2.83	3.06	1.0	2.0	3.106734693877552	0.07394307521029143	2.97	3.25	3.0420408163265305	0.08536107884024209	2.83	3.14	0
5	frontiers	3510	aliens	2	1.1396011396011396	1.9943019943019944	3.1703783783783757	0.034379081853580434	3.03	3.27	3.1120526315789476	0.05176766746874495	2.97	3.32	0.0	0.0	3.1174999999999997	0.00957427107756341	3.11	3.13	3.0474999999999994	0.004999999999999893	3.04	3.05	3.0	4.0	3.173866666666666	0.032682870473251996	3.1	3.27	3.1120945945945935	0.04839257516527763	3.05	3.32	0
6	frontiers	1859	unicorn	6	0.5379236148466918	1.0758472296933836	3.0094444444444446	0.1843740514543009	2.73	3.33	3.1878947368421056	0.12951100113582892	2.98	3.37	1.0	2.0	3.0094444444444446	0.1843740514543009	2.73	3.33	3.1878947368421056	0.12951100113582892	2.98	3.37	0.0	0.0	3.13	0.05656854249492385	3.09	3.17	3.274	0.09617114374327095	3.08	3.37	0
6	frontiers	2940	pepper	1	1.3605442176870748	3.061224489795918	3.1146113989637296	0.092437925537737	2.87	3.71	2.952928176795578	0.0846872700094734	2.61	3.29	2.0	2.0	3.046734693877551	0.11478944048238279	2.87	3.71	2.911372549019607	0.06425012397943329	2.77	3.06	3.0	7.0	3.133933333333333	0.07143680425548961	2.87	3.27	2.966470588235295	0.08547496416443048	2.61	3.29	0
6	frontiers	3409	minion	2	0.2933411557641537	0.0	3.233965517241378	0.14750610487201113	2.99	3.46	3.0545132743362826	0.1112188250898272	2.81	3.22	0.0	0.0	3.4233333333333333	0.05507570547286112	3.36	3.46					1.0	0.0	3.2289380530973437	0.14594741489328567	2.99	3.43	3.0545132743362826	0.1112188250898272	2.81	3.22	0
6	frontiers	2319	pig	4	0.43122035360068994	0.43122035360068994	3.093478260869565	0.07003951453885118	3.04	3.39	2.895454545454545	0.09907800066841388	2.78	3.25	0.0	0.0									1.0	1.0	3.093478260869565	0.07003951453885118	3.04	3.39	2.895454545454545	0.09907800066841388	2.78	3.25	1
6	frontiers	3849	hedge	3	1.8186541958950375	2.0784619381657574	3.225446009389672	0.12060544257541296	2.99	3.62	3.0088151658767783	0.10406966054086748	2.7	3.3	1.0	2.0	3.4436666666666675	0.05833809504374767	3.31	3.62	3.1911111111111103	0.04088758823646698	3.06	3.23	5.0	5.0	3.1882666666666664	0.08663544438457994	2.99	3.48	2.9836666666666676	0.08402953033713853	2.75	3.3	0
6	frontiers	3416	aliens	5	1.4637002341920375	2.34192037470726	3.1094202898550742	0.11131443014739585	2.81	3.54	2.8986466165413534	0.10174821832173427	2.59	3.11	0.0	1.0	3.3075	0.09604686356149277	3.21	3.39	3.045	0.0212132034355966	3.03	3.06	5.0	7.0	3.103507462686568	0.10649054787160618	2.81	3.54	2.8964122137404575	0.10086600938709255	2.59	3.11	0
7	frontiers	4774	unicorn	1	0.41893590280687054	0.20946795140343527	3.6509813084112173	0.08380846696237686	3.43	3.82	3.872341920374703	0.08933581314824146	3.68	4.04	1.0	0.0	3.658476190476191	0.10836885864402894	3.5	3.82	3.9235238095238105	0.056856447986624	3.79	4.04	2.0	1.0	3.596275862068964	0.06268245399084321	3.43	3.72	3.7904861111111106	0.07429227727760446	3.68	3.98	0
7	frontiers	3146	pepper	2	0.3178639542275906	0.0	3.7311148648648698	0.10332985022624534	3.45	3.88	4.005952380952379	0.09596435866634785	3.79	4.31	1.0	0.0	3.6974809160305333	0.12463079944966295	3.45	3.86	4.002015503875966	0.10096704169060287	3.79	4.31	1.0	0.0	3.748266666666668	0.0689299485536313	3.63	3.86	3.996333333333332	0.086772221041754	3.83	4.15	0
7	frontiers	2987	minion	3	2.678272514228323	2.343488449949782	3.7382272727272734	0.07825169075926262	3.47	3.87	3.972227272727277	0.09695851008271286	3.76	4.16	3.0	2.0	3.677183098591548	0.04485478469752776	3.58	3.8	4.01760563380282	0.0709620580457793	3.83	4.12	6.0	5.0	3.766999999999999	0.07381047742144202	3.47	3.87	3.9516666666666675	0.10085817450585376	3.76	4.16	0
7	frontiers	4290	pig	6	2.097902097902098	2.331002331002331	3.7240000000000184	0.06070772379700599	3.48	3.89	3.94872023809524	0.10050543465488329	3.64	4.32	3.0	5.0	3.789117647058824	0.04882913536048614	3.71	3.89	4.0146875	0.06932712311931026	3.92	4.32	5.0	3.0	3.680277777777779	0.03686953836655486	3.48	3.74	3.875347222222221	0.050989004634613096	3.64	4.01	0
7	frontiers	4154	hedge	5	2.1665864227250844	2.1665864227250844	3.6048717948717948	0.049930501149647484	3.48	3.72	3.857089337175781	0.07741040374858495	3.61	4.12	3.0	3.0	3.6365882352941163	0.034556817988174074	3.57	3.72	3.9511111111111092	0.0520096144957834	3.84	4.12	5.0	4.0	3.6010000000000004	0.04210485473132895	3.53	3.7	3.8014	0.05054109896474112	3.61	3.94	0
7	frontiers	4081	aliens	4	1.9603038470962997	2.205341827983337	3.7804953560371466	0.09225472337272392	3.5	3.95	4.029597523219816	0.16136690646834387	3.61	4.33	3.0	2.0	3.8457142857142887	0.029269929594515763	3.8	3.92	4.195797101449275	0.06193938681108874	4.05	4.33	4.0	5.0	3.708958333333335	0.07786233817638478	3.5	3.94	3.879931034482757	0.08803011283807106	3.61	4.03	1
8	frontiers	2113	unicorn	5	1.8930430667297682	3.312825366777094	3.482462686567164	0.06316747720296206	3.13	3.56	3.3765413533834616	0.06422079707495347	3.29	3.65	4.0	6.0	3.4719999999999995	0.05384374556223044	3.25	3.55	3.392708333333335	0.06726975024664221	3.3	3.65	4.0	5.0	3.4922399999999993	0.05109863958797662	3.13	3.56	3.369047619047622	0.052709446158024795	3.29	3.65	0
8	frontiers	4320	pepper	4	1.3888888888888888	1.8518518518518516	3.473636363636375	0.05529886308021399	3.2	3.61	3.322793296089374	0.04510823286295452	3.11	3.62	4.0	5.0	3.436097560975611	0.04564371138546306	3.3	3.5	3.3197701149425294	0.0534610706331481	3.22	3.62	2.0	1.0	3.468599999999999	0.03225381721335033	3.42	3.55	3.3167333333333335	0.036646262372325225	3.24	3.39	0
8	frontiers	3523	minion	6	1.9869429463525403	3.9738858927050806	3.6745267489711937	0.07082222465212738	3.4	3.81	3.48469565217392	0.07307138029740813	3.07	3.71	3.0	8.0	3.6621212121212094	0.05820920621612784	3.49	3.79	3.4892473118279574	0.06589247761941885	3.37	3.71	3.0	3.0	3.658556701030928	0.06482331259408228	3.56	3.78	3.4636082474226795	0.030488575968792148	3.38	3.56	0
8	frontiers	4010	pig	3	1.4962593516209477	1.745635910224439	3.4342038216560535	0.09060060433636778	3.2	3.6	3.319182389937111	0.09121312480590135	3.0	3.51	2.0	3.0	3.487317073170731	0.04991471196290978	3.31	3.55	3.3855421686746987	0.04773537349853225	3.23	3.47	4.0	3.0	3.3494656488549617	0.05711409602513248	3.2	3.48	3.2377611940298534	0.06510421710056774	3.0	3.4	0
8	frontiers	3727	hedge	2	1.8781862087469816	3.48806010195868	3.43430868167202	0.09970644601026737	3.22	3.66	3.2979807692307714	0.10727894170417801	3.07	3.61	2.0	8.0	3.4870454545454534	0.05112884537788889	3.36	3.66	3.390112359550563	0.06798218988058687	3.28	3.61	5.0	4.0	3.353800000000001	0.07197753191566898	3.22	3.55	3.2096000000000005	0.0729427466942534	3.07	3.35	0
8	frontiers	3182	aliens	1	2.51414204902577	2.828409805153991	3.4550583657587617	0.08609642406268293	3.29	3.6	3.3259230769230794	0.08454005610964	3.04	3.71	3.0	4.0	3.493296703296705	0.07375718337980443	3.32	3.6	3.374893617021276	0.08046564325080446	3.04	3.71	5.0	4.0	3.4268243243243246	0.08760639527304862	3.29	3.58	3.2923648648648647	0.07519011266675127	3.15	3.44	1
10	frontiers	4401	unicorn	6	1.8177686889343332	2.2722108611679164	3.6613866666666652	0.1064105525974742	3.38	3.88	3.6152894736842134	0.0917618254318342	3.32	3.86	3.0	5.0	3.6333707865168527	0.11300587092778448	3.45	3.84	3.5377659574468088	0.0891917621843327	3.32	3.74	4.0	3.0	3.755655172413792	0.053862141325788655	3.63	3.88	3.67262068965517	0.06081644388439112	3.57	3.86	0
10	frontiers	3815	pepper	4	2.3591087811271296	2.6212319790301444	3.5899999999999976	0.11246933203923051	3.4	3.85	3.5573770491803285	0.1270943189874968	3.31	4.12	3.0	4.0	3.565108695652176	0.11060765791521295	3.4	3.79	3.5051086956521744	0.11167549698502088	3.31	3.74	4.0	4.0	3.639565217391302	0.12058779135416249	3.45	3.85	3.6053731343283584	0.1452540254326462	3.37	4.12	0
10	frontiers	6304	minion	5	2.062182741116751	2.062182741116751	3.789911894273124	0.1581724858077487	3.37	4.21	3.7508649789029533	0.14672856358375702	3.27	4.0	0.0	1.0	3.84		3.84	3.84	3.6330769230769233	0.10499084209147444	3.5	3.84	4.0	3.0	3.946338028169015	0.08965243268002275	3.8	4.21	3.8414666666666655	0.0642602371304576	3.66	3.95	1
10	frontiers	3743	pig	2	2.671653753673524	2.9388191290408763	3.7036120401337835	0.1239817452012163	3.37	3.97	3.5911073825503346	0.12164050588758324	3.32	3.96	3.0	3.0	3.6129333333333338	0.077908007660687	3.37	3.78	3.534864864864864	0.14909079005799947	3.34	3.82	6.0	6.0	3.780933333333331	0.12105989790773733	3.38	3.97	3.616733333333337	0.09791447210639868	3.39	3.9	0
10	frontiers	6275	hedge	3	2.549800796812749	3.3466135458167328	3.6861284403669736	0.09288207071863884	3.22	3.88	3.550947176684884	0.1510009635738329	3.22	4.03	3.0	6.0	3.641176470588236	0.08919496789011569	3.4	3.88	3.4741379310344813	0.051727185154826424	3.35	3.58	4.0	3.0	3.6748000000000003	0.08301144095158847	3.42	3.87	3.592933333333335	0.18797239075673036	3.25	4.03	0
10	frontiers	8317	aliens	1	2.5249488998436935	2.6451845617410124	3.696603001364255	0.1739906154172537	3.32	4.15	3.670054794520544	0.20312779805638695	3.23	4.23	3.0	4.0	3.6069999999999998	0.10969810148488332	3.35	3.78	3.469056603773585	0.10050381069972875	3.25	3.77	4.0	4.0	3.9249668874172197	0.1007165936158515	3.63	4.15	3.8537241379310365	0.18589851184175962	3.5	4.23	0
11	frontiers	7009	unicorn	6	2.9961478099586243	4.137537451847624	4.183808095952025	0.13036289978388343	3.63	4.45	4.157000000000006	0.11485201932462408	3.79	4.42	7.0	10.0	4.1978358208955235	0.11138473552834591	3.63	4.39	4.1067938931297725	0.06255172844654278	3.82	4.25	6.0	7.0	4.0158904109589	0.05664981642088174	3.9	4.16	4.038896551724138	0.077074253892119	3.79	4.19	0
11	frontiers	4889	pepper	2	2.4544896706893025	2.6590304765800776	4.23210855949897	0.10264055935393973	3.74	4.65	4.239297520661163	0.13168411570589622	3.9	4.54	4.0	5.0	4.159400000000002	0.06737882486559449	4.01	4.3	4.096466666666672	0.048977966100185955	3.9	4.21	4.0	3.0	4.1872666666666625	0.03166300461575845	4.12	4.25	4.21786666666667	0.058166466349661154	4.03	4.34	0
11	frontiers	5939	minion	5	2.6940562384239772	2.5256777235224783	3.9591062394603704	0.16256197522393143	3.54	4.33	3.904047217537947	0.15535968879304937	3.53	4.24	6.0	5.0	4.044093959731541	0.058736855031098704	3.92	4.18	3.94187919463087	0.07827851460008457	3.78	4.11	4.0	3.0	3.828600000000002	0.04915432484539595	3.54	3.92	3.7739999999999965	0.08650561528889358	3.59	3.98	0
11	frontiers	6386	pig	3	2.8186658315064204	2.975258377701221	4.072072784810128	0.16664768083466808	3.78	4.6	4.027614533965236	0.1701809254392699	3.78	4.45	5.0	6.0	4.041744966442956	0.08977247173033165	3.92	4.25	3.978133333333332	0.13192628950022636	3.8	4.29	6.0	5.0	4.002866666666668	0.09537869886336259	3.78	4.13	4.004533333333332	0.1000643193598425	3.79	4.18	1
11	frontiers	6453	hedge	4	2.7894002789400276	2.634433596776693	4.014179566563471	0.12820837671890684	3.72	4.38	3.9884365325077424	0.14037116301966318	3.73	4.47	6.0	5.0	4.013066666666668	0.04539087018549947	3.93	4.25	3.9336666666666655	0.0614960757919366	3.76	4.05	6.0	5.0	3.894172185430466	0.05727544693140384	3.72	4.01	3.9210596026490077	0.055282936702998366	3.73	4.1	0
11	frontiers	4808	aliens	1	3.119800332778702	3.743760399334443	4.41204395604396	0.16502435490310957	3.94	4.76	4.379812889812894	0.1330341682307216	4.08	4.7	5.0	8.0	4.43201342281879	0.12482409171576063	4.26	4.76	4.312999999999999	0.1291258685658528	4.14	4.64	6.0	6.0	4.277933333333332	0.1336342633125809	3.94	4.44	4.334066666666666	0.10345765055622023	4.08	4.46	0
12	frontiers	1573	unicorn	1	1.2714558169103625	0.6357279084551812	3.698387096774193	0.22702525591665582	3.36	4.03	3.7196774193548414	0.210585461414457	3.34	4.02	2.0	1.0	3.683247863247863	0.22483645036670188	3.36	4.03	3.706153846153849	0.2091231535930449	3.34	4.02	2.0	1.0	3.717094017094016	0.21987480696923506	3.36	4.03	3.735384615384618	0.20622860792525952	3.34	4.02	0
12	frontiers	1483	pepper	3	1.3486176668914363	0.6743088334457181	3.5306250000000006	0.06002314368456365	3.42	3.64	3.4048437500000004	0.04594655927840313	3.31	3.5	2.0	1.0	3.5306250000000006	0.06002314368456365	3.42	3.64	3.4048437500000004	0.04594655927840313	3.31	3.5	2.0	1.0	3.5306250000000006	0.06002314368456365	3.42	3.64	3.4048437500000004	0.04594655927840313	3.31	3.5	0
12	frontiers	1283	minion	6	1.558846453624318	0.779423226812159	3.5989041095890424	0.05491310417973558	3.43	3.72	3.4660273972602735	0.06869295059310826	3.29	3.58	2.0	1.0	3.5989041095890424	0.05491310417973558	3.43	3.72	3.4660273972602735	0.06869295059310826	3.29	3.58	2.0	1.0	3.5989041095890424	0.05491310417973558	3.43	3.72	3.4660273972602735	0.06869295059310826	3.29	3.58	0
12	frontiers	2011	pig	5	0.9945300845350571	0.49726504226752855	3.536923076923076	0.06729325347213286	3.4	3.66	3.4440170940170924	0.0846805338240368	3.27	3.56	1.0	0.0	3.503333333333333	0.06844050382706544	3.4	3.63	3.411212121212121	0.09513577587225452	3.27	3.56	2.0	1.0	3.536923076923076	0.06729325347213286	3.4	3.66	3.4440170940170924	0.0846805338240368	3.27	3.56	1
12	frontiers	1896	hedge	4	1.5822784810126582	1.0548523206751055	3.473861386138616	0.08003712010098439	3.34	3.61	3.3878217821782175	0.09650496319253263	3.2	3.52	1.0	0.0	3.461612903225808	0.08913415103066663	3.34	3.61	3.3554838709677406	0.09922118724287028	3.2	3.52	3.0	2.0	3.473861386138616	0.08003712010098439	3.34	3.61	3.3878217821782175	0.09650496319253263	3.2	3.52	0
12	frontiers	1585	aliens	2	1.8927444794952681	1.2618296529968454	3.601097560975608	0.14784047206080914	3.35	3.78	3.532560975609755	0.1202447193533661	3.32	3.69	2.0	1.0	3.5816438356164375	0.14515330687309472	3.35	3.78	3.5176712328767112	0.11905321578494499	3.32	3.69	3.0	2.0	3.601097560975608	0.14784047206080914	3.35	3.78	3.532560975609755	0.1202447193533661	3.32	3.69	0
13	frontiers	2715	unicorn	6	1.4732965009208103	1.1049723756906078	3.08716049382716	0.07835632209449973	2.69	3.2	3.6084049079754656	0.13134595906771315	3.35	3.76	1.0	0.0	2.992682926829268	0.08176259506167541	2.69	3.07	3.4092857142857147	0.03226361366230577	3.35	3.49	4.0	3.0	3.0987999999999984	0.06264762431421303	2.78	3.2	3.627933333333336	0.11797108431213453	3.38	3.76	1
13	frontiers	3029	pepper	3	0.6602839220864972	0.3301419610432486	3.069132653061226	0.061450524231366786	2.76	3.14	3.666040609137062	0.08407090287270116	3.37	3.75	1.0	0.0	2.9911627906976737	0.08569628825449796	2.76	3.09	3.542954545454545	0.09143760219481599	3.37	3.65	2.0	1.0	3.0913333333333317	0.024866534117477242	3.02	3.14	3.7030000000000025	0.031574987977381966	3.61	3.75	0
13	frontiers	2644	minion	4	1.13464447806354	0.75642965204236	3.049250000000001	0.1386845205003611	2.7	3.24	3.581836734693878	0.17413197800693364	3.16	3.79	1.0	0.0	2.866666666666667	0.10822955402123935	2.7	3.04	3.300625	0.09119060152478219	3.16	3.45	3.0	2.0	3.0702000000000007	0.11581905582103137	2.74	3.24	3.581836734693878	0.17413197800693364	3.16	3.79	0
13	frontiers	3282	pig	5	1.5234613040828764	0.9140767824497258	3.181527777777777	0.10926809005320802	2.83	3.34	3.7550943396226435	0.17255671659411545	3.41	4.03	2.0	0.0	3.039782608695652	0.04008264409302263	2.98	3.13	3.4786956521739114	0.03310647440219194	3.41	3.54	4.0	3.0	3.2245390070922015	0.09397169161359911	2.83	3.34	3.8624087591240883	0.07659601382890838	3.65	4.03	0
13	frontiers	3859	hedge	1	1.8139414356050791	1.5548069448043536	3.2016997167138888	0.09993435586861038	2.9	3.45	3.883447293447286	0.19828931802458163	3.36	4.29	3.0	2.0	3.1127350427350433	0.11904522417699759	2.9	3.45	3.660260869565215	0.18512423931428681	3.36	4.29	3.0	2.0	3.228666666666665	0.03855905723503343	3.13	3.28	4.000933333333336	0.07681885488162642	3.84	4.14	0
13	frontiers	3305	aliens	2	1.8154311649016641	1.51285930408472	3.1879464285714363	0.13862643541927047	2.79	3.36	3.809955357142852	0.17748491445490414	3.45	4.07	2.0	1.0	2.9404651162790696	0.0704054072724563	2.79	3.08	3.5341860465116297	0.048217392541712506	3.45	3.62	5.0	4.0	3.259536423841059	0.06110469429151214	3.09	3.36	3.9064238410596026	0.11329221433008782	3.73	4.07	0
14	frontiers	5035	unicorn	4	0.5958291956305859	1.1916583912611718	3.9982178217821756	0.09446674357464259	3.56	4.2	4.256490066225165	0.14079602208353445	3.87	4.65	1.0	1.0	3.9239062500000004	0.06280777394760918	3.84	4.12	4.144531249999999	0.07230731784740549	4.0	4.28	1.0	0.0	4.0338666666666665	0.07951857380146057	3.87	4.18	4.327400000000001	0.10859956616769739	4.09	4.59	0
14	frontiers	4544	pepper	2	0.44014084507042256	0.8802816901408451	3.9938172043010725	0.07633460427958073	3.77	4.23	4.217934782608694	0.12229175937884912	3.6	4.43	0.0	0.0									2.0	2.0	3.983197278911565	0.07227218713752095	3.81	4.15	4.22662068965517	0.13090083550395004	3.6	4.43	0
14	frontiers	6033	minion	6	1.4917951268025857	1.4917951268025857	4.332729970326416	0.1156283098277843	4.05	4.52	4.39572700296736	0.1274036387061783	4.03	4.74	0.0	0.0									4.0	3.0	4.373356164383561	0.09330171597091676	4.17	4.52	4.368972602739729	0.1276834958257427	4.03	4.63	0
14	frontiers	6108	pig	3	1.14603798297315	1.14603798297315	3.926599999999998	0.14686849662490462	3.65	4.37	4.012428571428574	0.2176327162476599	3.64	4.63	0.0	0.0									3.0	2.0	4.004933333333335	0.15851130701593988	3.78	4.37	4.0975333333333355	0.2789576395319617	3.69	4.63	0
14	frontiers	3882	hedge	1	1.287995878413189	1.8031942297784647	4.245183246073296	0.19981792483721184	3.63	4.61	4.291999999999998	0.24807695159575674	3.82	4.76	1.0	1.0	4.2940000000000005	0.08845805551902497	4.02	4.43	4.334166666666666	0.10362627947148086	4.13	4.58	3.0	4.0	4.32723076923077	0.10878479847501057	4.12	4.61	4.378692307692308	0.19937261465721276	4.02	4.76	0
14	frontiers	4564	aliens	5	1.3146362839614374	1.3146362839614374	4.17271794871795	0.168905809889202	3.9	4.5	4.337076923076922	0.12635724690793892	4.12	4.65	0.0	0.0									4.0	3.0	4.209600000000005	0.17013567424560527	3.9	4.5	4.373999999999998	0.11435256913211048	4.15	4.65	1
15	frontiers	7337	unicorn	3	0.4088864658579801	0.4088864658579801	3.6605635838150414	0.10214543845267474	3.13	3.81	3.7429591836734617	0.10953846677701015	3.29	3.93	2.0	2.0	3.47712962962963	0.07394176700805002	3.13	3.62	3.540196078431371	0.07722899460844616	3.29	3.71	2.0	1.0	3.6584	0.06130657912732783	3.51	3.76	3.730733333333332	0.05675919541344907	3.62	3.84	0
15	frontiers	6986	pepper	4	0.71571714858288	0.572573718866304	3.5456976744186073	0.13402657363373394	3.29	3.92	3.6354730713245833	0.13223367674326808	3.43	3.96	3.0	3.0	3.740212765957445	0.09433578388703064	3.31	3.92	3.850500000000001	0.0728981254261554	3.64	3.96	2.0	0.0	3.3935810810810816	0.05363025513168835	3.29	3.52	3.49439189189189	0.0390050816740126	3.43	3.6	0
15	frontiers	8300	minion	5	1.4457831325301203	1.2048192771084336	3.480886998784939	0.11955133323577508	3.23	3.75	3.629268292682909	0.09787710626672307	3.4	3.85	2.0	1.0	3.597094594594594	0.050886740696826895	3.48	3.71	3.757297297297297	0.04850968897672394	3.62	3.84	4.0	3.0	3.529866666666662	0.04328749942262752	3.45	3.6	3.6537333333333377	0.04553259274670334	3.49	3.74	0
15	frontiers	9537	pig	1	1.4679668658907412	1.572821642025794	3.509737394957973	0.1534675760435298	3.15	3.83	3.641777777777774	0.12540617624163497	3.2	3.94	3.0	3.0	3.5168666666666657	0.07396840125883127	3.4	3.73	3.6458	0.04808088822058655	3.56	3.74	3.0	2.0	3.279399999999999	0.06128632329336446	3.15	3.42	3.4375333333333327	0.0484932246933869	3.35	3.55	1
15	frontiers	5918	hedge	2	1.1828320378506252	1.5207840486650894	3.4238289962825355	0.09977360095813259	3.14	3.68	3.5297363465159934	0.08364528754967834	3.31	3.69	1.0	3.0	3.4207291666666646	0.10219944166771647	3.14	3.68	3.48808988764045	0.07463359596440557	3.38	3.63	3.0	2.0	3.335133333333334	0.0754115034632392	3.16	3.47	3.4612666666666665	0.08609575336335448	3.31	3.6	0
15	frontiers	9246	aliens	6	1.7304780445598096	2.0549426779147737	3.4521584385763466	0.09281759479132445	3.25	3.72	3.5384606481481415	0.10492756792136304	3.21	3.9	3.0	2.0	3.4366346153846155	0.05109691110157718	3.31	3.66	3.523076923076923	0.17118704312572827	3.21	3.9	2.0	2.0	3.5848648648648638	0.06450741123361912	3.45	3.72	3.6630405405405404	0.04919292554336809	3.44	3.8	0
16	frontiers	3789	unicorn	3	0.7917656373713381	1.8474531538664554	4.892067039106146	0.12327768954249857	4.34	5.3	5.060351758793967	0.11773269194213441	4.5	5.23	0.0	1.0	4.4575	0.17745891543302808	4.34	4.72					1.0	0.0	4.930078740157478	0.05632242868523494	4.76	5.04	5.108066666666664	0.057529644143322116	4.99	5.23	0
