subject	source	duration	card_class	show_order	fix_freq	sacc_freq	pd_right_mean	pd_right_std	pd_right_min	pd_right_max	pd_left_mean	pd_left_std	pd_left_min	pd_left_max	sre_fix_freq	sre_sacc_freq	sre_pd_right_mean	sre_pd_right_std	sre_pd_right_min	sre_pd_right_max	sre_pd_left_mean	sre_pd_left_std	sre_pd_left_min	sre_pd_left_max	srl_fix_freq	srl_sacc_freq	srl_pd_right_mean	srl_pd_right_std	srl_pd_right_min	srl_pd_right_max	srl_pd_left_mean	srl_pd_left_std	srl_pd_left_min	srl_pd_left_max	label
8	frontiers	3727	hedge	2	205.52723370002684	28.172793131204724	0.04814706551040309	0.09970644601026722	-0.1661616161616224	0.27383838383837755	0.045098206953197946	0.10727894170417808	-0.18288256227757138	0.35711743772242865	117.33333333333333	27.333333333333332	0.10088383838383205	0.05112884537788887	-0.026161616161622714	0.27383838383837755	0.13722979727299048	0.06798218988058685	0.027117437722428583	0.35711743772242865	260.6666666666667	33.333333333333336	-0.032361616161622614	0.07197753191566895	-0.1661616161616224	0.16383838383837723	-0.04328256227757119	0.0729427466942534	-0.18288256227757138	0.09711743772242887	0
8	frontiers	3182	aliens	1	214.95914519170333	20.427404148334382	0.07089264740426895	0.09171435185311444	-0.09616161616162255	0.5838383838383776	0.0730405146455057	0.08454005610963998	-0.21288256227757119	0.45711743772242874	152.0	16.0	0.11231664470794263	0.08860251754675769	-0.06616161616162275	0.5838383838383776	0.12201105474370542	0.08046564325080445	-0.21288256227757119	0.45711743772242874	272.0	23.333333333333332	0.04066270816270177	0.0876063952730486	-0.09616161616162255	0.19383838383837748	0.03948230258729366	0.0751901126667513	-0.10288256227757131	0.18711743772242873	1
10	frontiers	4401	unicorn	6	228.81163371960918	21.131561008861624	-0.6812034772877943	0.115415414366839	-0.9658984374999964	-0.055898437499996234	-0.6916909184726517	0.09176182543183425	-0.9869803921568621	-0.446980392156862	140.66666666666666	34.0	-0.6982061298076886	0.14736256816344678	-0.8958984374999961	-0.055898437499996234	-0.7692144347100534	0.08919176218433268	-0.9869803921568621	-0.5669803921568617	273.3333333333333	12.0	-0.5902432650862033	0.05386214132578861	-0.7158984374999964	-0.4658984374999964	-0.6343597025016898	0.06081644388439112	-0.7369803921568621	-0.446980392156862	0
10	frontiers	3815	pepper	4	205.76671035386633	30.668414154652687	-0.7558984374999964	0.11246933203923042	-0.9458984374999964	-0.4958984374999962	-0.7496033429765341	0.1270943189874968	-0.9969803921568618	-0.1869803921568618	145.33333333333334	31.333333333333332	-0.7807897418478223	0.11060765791521293	-0.9458984374999964	-0.5558984374999962	-0.8018716965046878	0.1116754969850209	-0.9969803921568618	-0.5669803921568617	238.0	31.333333333333332	-0.706333220108692	0.12058779135416248	-0.8958984374999961	-0.4958984374999962	-0.7016072578285031	0.1452540254326462	-0.9369803921568618	-0.1869803921568618	0
10	frontiers	6304	minion	5	194.16243654822335	20.621827411167512	-0.5479330695346292	0.16820145605060385	-0.9758984374999962	-0.04589843749999645	-0.5561154132539075	0.14672856358375677	-1.0369803921568619	-0.3069803921568619	0.0	6.0	-0.5058984374999964		-0.5058984374999964	-0.5058984374999964	-0.6739034690799388	0.10499084209147444	-0.8069803921568619	-0.46698039215686205	274.0	19.333333333333332	-0.3830984374999964	0.11183112868196347	-0.5458984374999964	-0.04589843749999645	-0.46551372549019543	0.06426023713045759	-0.6469803921568618	-0.3569803921568617	1
10	frontiers	3743	pig	2	199.57253539941223	34.99866417312317	-0.6422863973662168	0.12398174520121628	-0.9758984374999962	-0.3758984374999961	-0.7158730096065266	0.12164050588758313	-0.9869803921568621	-0.34698039215686194	108.66666666666667	37.333333333333336	-0.7329651041666628	0.07790800766068696	-0.9758984374999962	-0.5658984374999965	-0.7721155272919972	0.14909079005799947	-0.966980392156862	-0.48698039215686206	258.0	36.0	-0.5649651041666623	0.12105989790773725	-0.9658984374999964	-0.3758984374999961	-0.6902470588235282	0.09791447210639871	-0.9169803921568618	-0.406980392156862	0
10	frontiers	6275	hedge	3	220.39840637450197	31.553784860557766	-0.6609716975732555	0.09695215002131768	-1.3158984374999965	-0.4658984374999964	-0.7560332154719811	0.15100096357383297	-1.0869803921568617	-0.27698039215686165	121.33333333333333	32.0	-0.704721966911761	0.08919496789011572	-0.9458984374999964	-0.4658984374999964	-0.8328424611223795	0.051727185154826445	-0.9569803921568618	-0.7269803921568618	261.3333333333333	32.0	-0.6710984374999961	0.08301144095158848	-0.9258984374999963	-0.47589843749999616	-0.7140470588235284	0.18797239075673028	-1.056980392156862	-0.27698039215686165	0
10	frontiers	8317	aliens	1	231.6941204761332	26.692316941204762	-0.6492954361357387	0.17399061541725358	-1.0258984374999964	-0.19589843749999591	-0.63211626172208	0.20914658600970515	-1.076980392156862	-0.03698039215686233	72.0	26.0	-0.7388984374999963	0.10969810148488332	-0.9958984374999962	-0.5658984374999965	-0.8379237883832767	0.10050381069972875	-1.056980392156862	-0.5369803921568619	263.3333333333333	30.666666666666668	-0.42093155008277783	0.1007165936158515	-0.7158984374999964	-0.19589843749999591	-0.43711284248798776	0.19878962667425373	-0.8069803921568619	-0.03698039215686233	0
11	frontiers	7009	unicorn	6	248.10957340562132	26.537309173919244	0.06023050974512596	0.13036289978388324	-0.4935775862068983	0.326422413793102	0.032878837204849326	0.12077109792411936	-0.9326582278481008	0.29734177215189916	211.33333333333334	42.666666666666664	0.07425823468862425	0.11138473552834588	-0.4935775862068983	0.2664224137931015	-0.01586433471832979	0.0625517284465428	-0.3026582278481009	0.12734177215189924	246.66666666666666	37.333333333333336	-0.10768717524799405	0.05664981642088172	-0.22357758620689827	0.03642241379310196	-0.08957603606727893	0.10409256536102293	-0.9326582278481008	0.06734177215189963	0
11	frontiers	4889	pepper	2	264.0621804049908	22.704029453876046	0.10853097329205824	0.10264055935394	-0.38357758620689797	0.5264224137931022	0.11663929281305634	0.13168411570589614	-0.22265822784810085	0.41734177215189927	254.66666666666666	27.333333333333332	0.03582241379310184	0.06737882486559445	-0.1135775862068984	0.17642241379310164	-0.02619156118143409	0.04897796610018592	-0.22265822784810085	0.0873417721518992	278.6666666666667	14.666666666666666	0.06368908045976854	0.03166300461575849	-0.0035775862068980757	0.12642241379310182	0.0952084388185659	0.05816646634966115	-0.09265822784810052	0.2173417721518991	0
